"","dmel_gene","tissue","treatment","logFC.hyb_sim","logCPM.hyb_sim","F.hyb_sim","PValue.hyb_sim","FDR.hyb_sim","logFC.hyb_sec","logCPM.hyb_sec","F.hyb_sec","PValue.hyb_sec","FDR.hyb_sec","inher"
"14640","wap","Fat Body","Wasp",0.392199599115587,3.40337441739232,7.67299004796235,0.00998651448111463,0.0303876242845429,0.332516941718656,3.40337441739232,5.5971947270767,0.0253790410502352,0.0578744630466354,"Conserved"
"14641","wapl","Fat Body","Control",-0.00462164378136953,4.43187299610408,0.00130507576775361,0.97144622936392,0.985528034648697,-0.317139120335247,4.43187299610408,6.171678410634,0.0194376828426374,0.0544759424958066,"Conserved"
"14642","wapl","Fat Body","Response",-0.177886344158923,4.43187299610408,0.975191242493694,0.332105014581711,0.907194720177247,0.0822064393698944,4.43187299610408,0.209776781139558,0.650585762159667,0.866459569062285,"Conserved"
"14643","wapl","Fat Body","Wasp",-0.182507987940293,4.43187299610408,2.07185332347628,0.161465466680826,0.269815304911505,-0.234932680965352,4.43187299610408,3.45509895765242,0.0739248839415455,0.138983257020635,"Conserved"
"14644","wash","Fat Body","Control",0.34937863073022,5.79112087393447,14.8798990334774,0.000639576708146672,0.00373011345396809,-0.232038114235598,5.79112087393447,6.60355522747375,0.0159787941894248,0.046787641913525,"Conserved"
"14645","wash","Fat Body","Response",-0.0614453745149579,5.79112087393447,0.230682021269759,0.634864363127244,0.970461488336355,0.164258390575881,5.79112087393447,1.6575397589914,0.208798780784252,0.543489335629622,"Conserved"
"14646","wash","Fat Body","Wasp",0.287933256215262,5.79112087393447,10.1177201493,0.00365525653621576,0.013928657767221,-0.0677797236597173,5.79112087393447,0.565046697552566,0.458698588232688,0.576447467103749,"Conserved"
"14647","WASp","Fat Body","Control",0.0423377375714527,3.31831187238124,0.0655604776434142,0.799843264045049,0.871187456553345,0.282124772309955,3.31831187238124,2.8601765172469,0.102242614230411,0.194801974735778,"Conserved"
"14648","WASp","Fat Body","Response",-0.197170182332759,3.31831187238124,0.714190571792692,0.405439357339628,0.923051869159407,0.186862686677036,3.31831187238124,0.630552148813433,0.434036284032885,0.736838502001846,"Conserved"
"14649","WASp","Fat Body","Wasp",-0.154832444761306,3.31831187238124,0.884791531147372,0.355183835969681,0.489844152354522,0.468987458986991,3.31831187238124,7.94692730147098,0.00888227689590274,0.0245700323426321,"Conserved"
"14650","wat","Fat Body","Control",0.695159053930061,1.5935497906584,1.18033098977513,0.286836890720121,0.421061302803037,-1.33736630182199,1.5935497906584,4.91523682813934,0.0351774276567492,0.0864354434748063,"*D. simulans* dominant"
"14651","wat","Fat Body","Response",-0.192144542236739,1.5935497906584,0.0447697937936447,0.834007580489968,0.990374216236965,-1.11849060714278,1.5935497906584,1.7627387988209,0.195334596785844,0.523277032600424,"Conserved"
"14652","wat","Fat Body","Wasp",0.503014511693321,1.5935497906584,0.613088711653816,0.440401425312396,0.574371307710576,-2.45585690896477,1.5935497906584,16.4140342546242,0.000382828485967314,0.0017476498037543,"*D. simulans* dominant"
"14653","waw","Fat Body","Control",-0.16596332156823,4.59007835493381,1.38911672165599,0.248777032365055,0.379426971707169,0.157128408910674,4.59007835493381,1.23057905696027,0.277020240239712,0.410164950462196,"Conserved"
"14654","waw","Fat Body","Response",-0.435039093737234,4.59007835493381,4.78703568006249,0.0374529031922874,0.600344420702361,0.0906638853793085,4.59007835493381,0.205103614584695,0.654229610103566,0.867837566631913,"Conserved"
"14655","waw","Fat Body","Wasp",-0.601002415305463,4.59007835493381,18.2460930569743,0.000212853520049221,0.00133882169762605,0.247792294289982,4.59007835493381,3.06132740704153,0.0914684317875587,0.164855508724113,"Conserved"
"14656","Wbp2","Fat Body","Control",0.174738935244207,5.24389126192698,1.45049583059038,0.238838943987315,0.367086517993494,-0.0741855908479527,5.24389126192698,0.262063461042069,0.612843515761314,0.725830217867743,"Conserved"
"14657","Wbp2","Fat Body","Response",0.486136352213225,5.24389126192698,5.59762705532839,0.0253738780279412,0.567178380112579,0.172367902113123,5.24389126192698,0.710399245637988,0.406672674020179,0.71624092716887,"Conserved"
"14658","Wbp2","Fat Body","Wasp",0.660875287457432,5.24389126192698,20.5102127146561,0.000106729384623451,0.000768606249556418,0.0981823112651706,5.24389126192698,0.462962542042882,0.502002028566313,0.615369112420248,"Conserved"
"14659","wcd","Fat Body","Control",-0.416856106278715,5.32594584950565,4.69296501252336,0.0392266399753121,0.0921594203486174,-0.700046669002148,5.32594584950565,13.2109425174729,0.00114593760706894,0.00613814031756075,"Conserved"
"14660","wcd","Fat Body","Response",0.173785795969888,5.32594584950565,0.412275099898907,0.526199741547708,0.961676630369104,0.938326776888962,5.32594584950565,11.967483048896,0.00180268143428582,0.0778915134518805,"Conserved"
"14661","wcd","Fat Body","Wasp",-0.243070310308826,5.32594584950565,1.62301161785373,0.213466155797574,0.335032636815586,0.238280107886813,5.32594584950565,1.55380478113739,0.223218411553842,0.333084770874187,"Conserved"
"14662","wcy","Fat Body","Control",0.0450663854169647,3.12687022200303,0.0460830144467596,0.831628605264795,0.893097587975096,-0.135121557576584,3.12687022200303,0.413967871066337,0.525358031644648,0.650511851293858,"Conserved"
"14663","wcy","Fat Body","Response",0.100196441178649,3.12687022200303,0.114872155614515,0.737270445364848,0.982042149100013,0.18594806956273,3.12687022200303,0.398548144018407,0.533117410366028,0.80328969725158,"Conserved"
"14664","wcy","Fat Body","Wasp",0.145262826595614,3.12687022200303,0.486991925669608,0.491203724817765,0.62394498429143,0.0508265119861462,3.12687022200303,0.0605588780826702,0.807465018005437,0.866586106796764,"Conserved"
"14665","wdb","Fat Body","Control",0.376720963374306,4.92515340635409,11.1573763450775,0.00244427664886222,0.0107271212150738,0.248841575806474,4.92515340635409,4.87545043368875,0.035866742237723,0.0874071025430822,"Conserved"
"14666","wdb","Fat Body","Response",-0.359758355703671,4.92515340635409,5.10115237314768,0.0321452670032641,0.600344420702361,-0.229975063344564,4.92515340635409,2.09020168680058,0.159687470553722,0.47800424167557,"Conserved"
"14667","wdb","Fat Body","Wasp",0.0169626076706352,4.92515340635409,0.0227116147488759,0.881323099657141,0.918091086414326,0.0188665124619096,4.92515340635409,0.0282296456476139,0.867814908688091,0.912242919668103,"Conserved"
"14668","wde","Fat Body","Control",0.430983398445074,5.04921505805102,6.93951646777888,0.0137543326205957,0.0412713036182005,0.17615127625461,5.04921505805102,1.1641811243241,0.290089182836925,0.423583058923503,"Conserved"
"14669","wde","Fat Body","Response",-0.248131495583987,5.04921505805102,1.15253812738319,0.29246422961665,0.894989785579251,0.615957777177484,5.04921505805102,7.06698152359005,0.0130010724313526,0.177967848240747,"Conserved"
"14670","wde","Fat Body","Wasp",0.182851902861087,5.04921505805102,1.25051424444926,0.273247760833441,0.404217958791715,0.792109053432095,5.04921505805102,23.0232805930188,5.16601391534935e-05,0.000320473447507752,"Conserved"
"14671","Wdfy2","Fat Body","Control",1.56200242125364,5.21754748072352,121.799338828149,1.52671629825294e-11,2.44717847936092e-09,-0.381491646766169,5.21754748072352,7.83819056714541,0.00930378367280797,0.0307383650732599,"*D. sechellia* dominant"
"14672","Wdfy2","Fat Body","Response",0.18562615812835,5.21754748072352,0.885538296902856,0.354984090716576,0.907194720177247,-0.0622472904671198,5.21754748072352,0.104835040777288,0.7485828513538,0.911296199065778,"Conserved"
"14673","Wdfy2","Fat Body","Wasp",1.74762857938199,5.21754748072352,148.940429039353,1.54815423866953e-12,2.74742086141031e-10,-0.443738937233289,5.21754748072352,10.6365595577974,0.00298512166691405,0.0100155770174854,"*D. sechellia* dominant"
"14674","wdp","Fat Body","Control",-0.457675805636699,6.57822561477952,7.93028927001791,0.00894540019183651,0.0296925140636176,0.767702021133945,6.57822561477952,21.9435482751388,7.021194412866e-05,0.000647278572124882,"Conserved"
"14675","wdp","Fat Body","Response",-0.251753011923802,6.57822561477952,1.20496772679094,0.281967593585785,0.887383072501704,0.00243122728753342,6.57822561477952,0.000111527691191859,0.991651152621316,0.999918409506509,"Conserved"
"14676","wdp","Fat Body","Wasp",-0.709428817560502,6.57822561477952,18.9750776483565,0.000169745253284709,0.00112312138957619,0.770133248421478,6.57822561477952,22.1499079954086,6.61759845625547e-05,0.000395266469913938,"Conserved"
"14677","Wdr24","Fat Body","Control",0.0432668032488343,3.90611004326959,0.134259481769665,0.716894827714136,0.806851732482795,-0.43821171156274,3.90611004326959,13.94177156266,0.000884703578484491,0.00499321976703562,"Conserved"
