"","A10.HYB.wasp","A12.HYB.ctrl","A02.SEC.wasp","A04.SEC.ctrl","A06.SIM.wasp","A08.SIM.ctrl","B10.HYB.wasp","B12.HYB.ctrl","B02.SEC.wasp","B04.SEC.ctrl","B06.SIM.wasp","B08.SIM.ctrl","C01.SEC.wasp","C10.HYB.wasp","C11.HYB.ctrl","C12.HYB.ctrl","C02.SEC.wasp","C03.SEC.ctrl","C04.SEC.ctrl","C05.SIM.wasp","C06.SIM.wasp","C07.SIM.ctrl","C08.SIM.ctrl","C09.HYB.wasp","D10.HYB.wasp","D12.HYB.ctrl","D02.SEC.wasp","D04.SEC.ctrl","D06.SIM.wasp","D08.SIM.ctrl"
"ABCB7",46.5744354928586,55.547964576149,53.5947696285525,40.0897521356398,75.6819025179747,65.2018112641721,43.6693598114504,47.8108668930449,61.1333072873091,56.4778536485486,88.4773077074288,72.7516707941026,45.9679542435249,52.0082297925019,43.8015634804929,42.5839367846724,67.4297061880584,59.0499181624757,32.9585064877543,76.6485970452629,90.4496011588734,57.2388977054499,70.6305777958926,45.9966505536193,46.7234720509686,39.5181395451369,57.2172402715127,35.5997112190044,77.7974421712852,61.7272556005047
"ABCD",55.9406442834334,63.0897247796993,83.9728394826674,70.0210150423392,53.2576351052415,61.7817500980311,53.2681804463344,62.9294383159807,55.3882494940439,53.6808551821443,47.2264496477561,61.4710746485001,67.8307617495917,61.6687915605748,81.6471069976326,77.722215910675,81.4335996495897,55.7339400367211,93.7451859062069,52.0338036851988,48.538686828792,73.3445794484813,58.0805164519943,53.1384595120371,61.0643397101768,75.0416657066499,72.5215476997592,73.9080961177156,46.0092399937708,60.7153333775457
"Abp1",6.92842842042524,13.9232496065543,13.3986924071381,11.4283003825579,10.1609961713948,9.04661340721169,13.3961562706623,16.0231013371286,6.7762220125692,12.3713393706345,6.93939668293559,8.82829263568885,18.6114156205491,12.439627482176,13.276961168308,12.1481782851979,30.0220455716391,6.50441863128782,16.4792532438772,7.01054241267649,6.53030525608245,5.21406962903896,9.7773733725719,7.22683049363704,14.0324619030962,21.2570497914275,12.3477934932444,17.2194255352793,7.66820666562847,8.6013388951523
"Ac76E",4.87556074029924,3.33577855157031,15.4777998496251,9.07007966869678,15.4166838462541,8.93628885346521,4.32474336296973,6.46092795851958,13.6997531993247,13.9849923320216,10.0235729864625,14.0598734568378,7.73607034830054,7.27850544169874,3.47434497862266,3.78814161581441,10.4549615568967,12.1160739210263,4.35301029083548,16.3579322962451,17.154234702545,9.26945711829148,10.9448209394462,5.35635671881334,5.85970936612808,2.5679657466154,8.86954180500652,7.54559096489767,12.5479745437557,12.8176814908152
"Ac78C",2.5660846001575,5.6563201526627,5.31327457524443,2.90242549398297,4.37973972904946,2.20649107492968,3.37540945402515,1.67984126921509,0.883855045117722,2.15153728184947,3.4696983414678,0.980921403965428,2.24233923139146,1.72037401349243,3.10209373091309,0.914379010713824,2.30200988408734,1.02030096177064,4.35301029083548,2.33684747089216,3.11895176409908,1.15868213978644,1.31337851273354,1.78545223960445,2.15884029278403,2.71063051031625,0.69565033764757,1.54781353126106,1.53364133312569,5.56557222627502
"Acbp1",35.9251844022049,27.8464992131087,12.7056565929758,17.4145529638978,29.0814718008884,38.28262015003,38.0788379032213,37.3441636002432,13.2578256767658,13.5546848756517,34.8897444336484,36.9480395493645,20.6295209288014,31.8930874808981,31.7654398045501,34.4851512612071,13.9079763830277,17.2175787298795,27.0508496644776,28.82111880767,21.3453261355531,40.3221384645679,34.5856341686499,29.3324296506445,29.1443439525844,27.3916346305642,15.4782200126584,23.4106796603235,23.4228858150106,35.7545852112213
"Acbp2",420.324657505798,379.84365332881,107.998081040294,102.854703443022,744.555753938408,761.23942085074,330.47368185815,473.198363681974,115.785010910422,109.513247646138,733.841199220439,1021.13918152801,116.713756993926,392.112938613698,350.784759091653,337.013978234524,177.926180624251,141.694296065897,88.4593876959067,601.504539007643,582.269307460247,1124.96448951865,1051.43246491613,315.259852593014,239.014460986803,235.11153057901,158.782189568058,68.4907487583019,617.499769492154,946.147278466753
"ACC",841.419140391643,1000.73356547109,3710.39824305602,1865.53398625755,1747.51615189074,1127.07564107408,688.267083984816,788.879303735241,5269.54377899186,5603.46369684876,2276.89315607876,1874.70428987859,3374.83266020572,1728.84354709732,636.921884831076,717.003769972597,8639.82676329381,2468.61817700406,1018.6044080555,1942.54340763696,2884.05570936537,2220.03497983081,1705.34903331157,1147.53566085434,848.732640820235,580.502923498781,6517.37410083567,1667.9625566252,2068.18504868969,1468.97376032895
"AcCoAS",1062.61563292522,844.242041247424,3454.78353359915,1791.34073456761,1371.38410395997,1088.46204726281,664.006328534011,995.370561289527,3392.82489985856,3592.20664577587,1445.70764227825,1062.82834119654,3633.37437358515,1086.48235775176,1308.21496820067,1036.64454700356,6095.43442182777,2478.56611138132,1825.62142304575,1137.5773488303,2285.31443790097,1144.1986130391,1216.77222657469,965.929661626005,1123.9847781502,846.287378273474,4542.0749670854,1787.33767522371,1424.19511071627,908.53750251344
"Acf",14.370073760882,14.5033850068274,14.0917282213004,20.3169784578808,15.5918734354161,13.4595955570711,16.244157997496,11.888107443676,19.7394293409624,21.8381034107721,10.7946170623443,10.7901354436197,13.7903862730575,16.1450484343136,11.4157049297602,10.9725481285659,17.6487424446696,19.6407935140848,9.0169498881592,12.3073966800321,19.3959812829912,11.702689611843,11.2366828311647,20.4051684526222,14.4950705372642,11.2705163323676,12.6956186620682,15.4781353126106,15.8941010887572,13.4922963061213
"Ack",22.8381529414017,22.6252806106508,27.8369385355197,30.2940660934472,15.5918734354161,19.5274460131277,26.0539417232566,20.6749694672627,23.4221586956196,24.8502556053614,17.7340137452798,17.166124569395,32.6260358167457,22.3648621754016,27.4225085812717,28.7376260510059,23.6915183903989,24.359685462274,30.7820013423366,17.6042509473876,19.201046797735,21.2038831580918,18.9710229617067,22.1055991570074,30.5321698550884,27.1063051031625,37.5651182329688,41.597488652641,19.5190715125088,18.0459463094372
