"dmel_gene","logFC.cis","logCPM.cis","F.cis","PValue.cis","FDR.cis","logFC.trans","logCPM.trans","F.trans","PValue.trans","FDR.trans","logFC.total","logCPM.total","F.total","PValue.total","FDR.total","Category","Category.factor","Cat.main.factor","Cat.main","sub.cat"
"128up",-0.430888471352265,7.48532606150195,11.411177977254,0.00178108356932897,0.00634423244157395,0.57791474662596,7.48532606150195,10.3027157803539,0.00281371831038791,0.029558913920333,0.147026275273695,7.48532606150195,1.33777128425433,0.25513510874457,0.334856406590535,"Compensatory",5,5,"Compensatory","Compensatory"
"14-3-3epsilon",0.0960634026011054,7.67060487280181,1.09732547078396,0.30191871026071,0.445305453038132,-0.130910734083679,7.67060487280181,1.0221828285005,0.318828960433253,0.552970717065561,-0.0348473314825734,7.67060487280181,0.145318434270441,0.705317148510185,0.768073835403706,"Conserved",7,7,"Conserved","Conserved"
"14-3-3zeta",-0.143972093651792,7.34208496868965,1.77024691536102,0.191817399574131,0.316028069789078,0.14745612894478,7.34208496868965,0.931708359972724,0.340935351958643,0.57472190592138,0.00348403529298779,7.34208496868965,0.00104370287435586,0.974408284823263,0.982714586419078,"Conserved",7,7,"Conserved","Conserved"
"312",0.0246196954554384,3.814621639966,0.01803524576153,0.893925893522875,0.942050664204225,0.161795878549667,3.814621639966,0.406313478936345,0.527927851033437,0.736047556617606,0.186415574005105,3.814621639966,1.12689743858584,0.29559157412887,0.379933663721154,"Conserved",7,7,"Conserved","Conserved"
"4E-T",-0.16209226067267,4.86074579250042,2.23086557291501,0.144094910733236,0.252916853208566,0.0637307146445648,4.86074579250042,0.178566238640728,0.675151484994473,0.837976996534143,-0.0983615460281055,4.86074579250042,0.88035746250675,0.354430491977117,0.443618416784457,"Conserved",7,7,"Conserved","Conserved"
"AANATL2",2.33738265375865,4.71521531472578,15.6435460049872,0.000374909277667579,0.00162275627241306,-1.18072827169837,4.71521531472578,2.14745311049874,0.152129713289902,0.352427149407839,1.15665438206028,4.71521531472578,4.25630245436718,0.0469245318236871,0.0801815676175726,"Ambiguous_cis.but.no.total",1.1,1,"Cis related","Cis*"
"AANATL4",-0.471679125839368,4.46055575440099,2.02988656394212,0.163131499686838,0.277697986277457,0.827545012071317,4.46055575440099,2.91392277736161,0.0967196509307853,0.271877525363596,0.355865886231948,4.46055575440099,1.01041561594799,0.321735954838634,0.408249734318992,"Conserved",7,7,"Conserved","Conserved"
"Aatf",-1.95931282995826,5.84958922639215,88.3931868844589,3.53419306098299e-11,8.48377068600216e-10,0.732746296792258,5.84958922639215,6.62744653776609,0.0143555537485089,0.0831383992731246,-1.226566533166,5.84958922639215,36.8097567234671,5.91627854467539e-07,3.52493861972326e-06,"Cis only",1,1,"Cis related","Cis only"
"aay",0.483084314833673,8.61460768758032,1.70104386640821,0.200803820802177,0.327252930654647,-1.58051493514798,8.61460768758032,9.12540381017395,0.0047289918122744,0.039887767045872,-1.09743062031431,8.61460768758032,8.78733499520008,0.00547424391345121,0.0122254013509839,"Trans only",2,2,"Trans related","Trans only"
"ABCA",-0.0477896098661828,2.82024347519686,0.0360817779785746,0.850426406289767,0.914063739695577,-0.00435672459672076,2.82024347519686,0.000150918954958359,0.99026694268834,0.999722965911898,-0.0521463344629036,2.82024347519686,0.0545470982120743,0.816670561758559,0.859753394359805,"Conserved",7,7,"Conserved","Conserved"
"ABCB7",0.902150083777882,5.76271139781883,44.765403096882,8.8805541312884e-08,9.87191800411009e-07,-0.368621324725226,5.76271139781883,3.87431217604043,0.0568612811410992,0.200955694160826,0.533528759052656,5.76271139781883,16.5367620760516,0.000251985721305654,0.000800074791800508,"Cis only",1,1,"Cis related","Cis only"
"ABCD",-0.326042410826283,5.99388296972996,6.38909025148219,0.0160707038872797,0.0419188071474504,-0.20905797781811,5.99388296972996,1.33161001261247,0.256212372013932,0.48518265111937,-0.535100388644393,5.99388296972996,17.5808225748399,0.000173914807530693,0.000576890973711626,"Cis only",1,1,"Cis related","Cis only"
"Abp1",-0.334524075878397,3.62394124771904,1.1945981072375,0.281749991690388,0.423432750513333,-0.746995824507075,3.62394124771904,3.11827797418047,0.0860000150491211,0.251965845978233,-1.08151990038547,3.62394124771904,13.582668791755,0.000755103178716946,0.00213066876493157,"Ambiguous_total.but.no.cis.or.trans",6,6,"Ambiguous","Ambiguous"
"Ac76E",-0.564340603495814,3.10516707829359,3.82985787361917,0.0582302876501335,0.121370092002313,0.927186069879924,3.10516707829359,5.82645030588688,0.0210646209905003,0.105620687892832,0.36284546638411,3.10516707829359,2.04419354716597,0.161511607245682,0.228321814055134,"Conserved",7,7,"Conserved","Conserved"
"Ac78C",-0.547556983871809,1.49840451005699,0.972823493901046,0.330637849904582,0.476628800747278,0.903563173640213,1.49840451005699,1.42486614461403,0.240503291880422,0.467162437760006,0.356006189768405,1.49840451005699,0.478525059843241,0.493581260176592,0.582704984988711,"Conserved",7,7,"Conserved","Conserved"
"Acbp1",0.325116790365929,4.83883772033465,3.60254891136642,0.0658281775145767,0.134998024791553,0.53824801111433,4.83883772033465,4.95808827333282,0.032392271697687,0.140206618524222,0.863364801480259,4.83883772033465,25.3219784380575,1.40059817105911e-05,6.08354223076286e-05,"Ambiguous_total.but.no.cis.or.trans",6,6,"Ambiguous","Ambiguous"
