"logFC","logCPM","F","PValue","FDR","dmel_gene","treatment","tissue"
1.22889504326698,9.80154090201341,92.2108147552019,3.17027832623489e-10,4.70242179195856e-09,"Cyp4ac1.Cyp4ac2.Cyp4ac3.Dsim_GD23331","Wasp","Fat Body"
0.964070255519973,4.49581229271164,91.7144299952538,3.35674552633785e-10,4.96418705963476e-09,"CG10343","Wasp","Fat Body"
2.14286242126867,3.30236489711278,91.3188733880276,3.51376674459818e-10,5.18098129196094e-09,"Epac","Wasp","Fat Body"
-3.59890031177612,6.95417460953526,93.4658886100098,3.65100749413518e-10,5.3674130882715e-09,"CG8389","Wasp","Fat Body"
-0.95406179828401,4.51770853484169,90.6831273186547,3.78289723083008e-10,5.54490157521967e-09,"cv","Wasp","Fat Body"
1.4612104969302,3.93818635363933,90.5250039895918,3.85321855766116e-10,5.63136559206421e-09,"Sap30","Wasp","Fat Body"
-3.72414355566086,6.43776553076926,92.7619222229281,3.96924066707442e-10,5.78391697205067e-09,"CG8112","Wasp","Fat Body"
-3.32105002571465,6.65113141845603,91.9139414615702,4.08617308114489e-10,5.93689884216637e-09,"CG4408","Wasp","Fat Body"
1.77733557170644,3.3292453711927,89.8964510862102,4.14694911270942e-10,5.98920507768823e-09,"ebd1","Wasp","Fat Body"
-2.34326240214835,6.83802573918853,89.8899456627235,4.15011207395576e-10,5.98920507768823e-09,"Grip","Wasp","Fat Body"
-1.01436870971229,4.6876047959654,89.8730617894038,4.15833316925425e-10,5.98920507768823e-09,"CG3342","Wasp","Fat Body"
-1.38984242878479,3.63589493416198,89.6146257417815,4.28637752242891e-10,6.15578321067898e-09,"Hyccin","Wasp","Fat Body"
2.57594152069505,4.31681210037125,89.5667207221742,4.31057425882265e-10,6.16719256825789e-09,"mav","Wasp","Fat Body"
6.59371386615582,9.38368735860487,94.8797118924171,4.32412720932149e-10,6.16719256825789e-09,"Tep1","Wasp","Fat Body"
-1.69271537855035,5.59256053522716,89.5254138525968,4.33155606021735e-10,6.16719256825789e-09,"CG32640.CG32641","Wasp","Fat Body"
-4.41562519259964,2.45491948982381,89.2501448856082,4.47421014329698e-10,6.35210005772648e-09,"CG14696","Wasp","Fat Body"
1.39306049907205,6.37070916448629,89.1961944306795,4.50275596984333e-10,6.37441436300613e-09,"CG8517.CG8993.Dsim_GD13682","Wasp","Fat Body"
1.28975427456738,6.00209598192384,88.7947069370541,4.72143152983112e-10,6.64830609504105e-09,"Pfdn4","Wasp","Fat Body"
3.86426667993453,2.76142180894137,88.7919238097024,4.72298662014387e-10,6.64830609504105e-09,"Syx13","Wasp","Fat Body"
1.31819624174169,6.55484988809678,88.1745069397875,5.08195482666615e-10,7.13339930330625e-09,"ATP6AP2","Wasp","Fat Body"
1.05347042036797,4.49974577064387,87.9749496015508,5.2041576459757e-10,7.2843547444657e-09,"Arl5","Wasp","Fat Body"
-2.16153401893577,7.70279503557123,87.9027790698308,5.24912648574295e-10,7.32665997406087e-09,"PGRP-SD","Wasp","Fat Body"
1.02584238712876,8.25171620732514,87.471111671177,5.52695726540325e-10,7.69284331982879e-09,"Hacd1","Wasp","Fat Body"
1.1034020129742,10.8538992062417,86.4386891660144,6.25758444917589e-10,8.68545729831144e-09,"RpS18","Wasp","Fat Body"
1.76362095716736,6.00330189526822,86.3596607993929,6.31763596397229e-10,8.73314748958059e-09,"AdSS","Wasp","Fat Body"
1.77747472063717,5.44840497067162,86.3282748571703,6.34165672537279e-10,8.73314748958059e-09,"CG10444","Wasp","Fat Body"
-0.955084500851291,5.03771255516207,86.3243474069511,6.34466943799274e-10,8.73314748958059e-09,"put","Wasp","Fat Body"
2.05150533116205,4.87564264727127,85.791923684957,6.76766927990649e-10,9.28965432371694e-09,"Pif1A","Wasp","Fat Body"
0.798143353737473,10.3919444193116,85.3857222544571,7.110732361581e-10,9.73367192966832e-09,"RpL13","Wasp","Fat Body"
-1.15976142213338,8.13715748118589,85.3490717580004,7.14259207115949e-10,9.7504230773603e-09,"CG8814","Wasp","Fat Body"
-1.18942650155458,8.48559474189717,85.229082354723,7.24797398242242e-10,9.86717334757726e-09,"Spase22-23","Wasp","Fat Body"
1.4128670864192,10.4058108494717,85.1541445711552,7.3146349763139e-10,9.93071617412672e-09,"awd","Wasp","Fat Body"
-1.13477035839964,7.95877087535829,84.5385814825694,7.88778774167225e-10,1.06796777352505e-08,"CycG","Wasp","Fat Body"
-1.54373106609603,7.72466436843168,84.4237822448959,7.99991744658071e-10,1.08020624434944e-08,"CG3505","Wasp","Fat Body"
-1.41827588231778,5.56707802737103,84.2589151096347,8.16395535485813e-10,1.09936840537371e-08,"CG11883","Wasp","Fat Body"
2.30227799282749,9.90254456019552,84.0754385645236,8.3507658551108e-10,1.12148528470393e-08,"GstD1","Wasp","Fat Body"
1.1903166741738,7.11633850731188,84.0501660870676,8.37685516528481e-10,1.12195669316173e-08,"ND-B16.6","Wasp","Fat Body"
-1.1722870595778,5.81124546350293,83.8397173977828,8.59753564571213e-10,1.14841813504149e-08,"CG7791","Wasp","Fat Body"
-1.08328345407053,4.36582833931983,83.7337656034839,8.71099430049573e-10,1.16045390560759e-08,"Upf3","Wasp","Fat Body"
-1.86622695771135,9.01611520040706,83.5778663285198,8.88087260156106e-10,1.17992128227692e-08,"CG3999","Wasp","Fat Body"
-1.11315094199068,4.91319092292106,82.7006629204641,9.90550366351145e-10,1.31197688654999e-08,"gek","Wasp","Fat Body"
-2.1235629672639,3.20587393419318,82.6828215666638,9.92761741482785e-10,1.31197688654999e-08,"Vti1b","Wasp","Fat Body"
1.70973843694403,8.858887014954,82.4110871433413,1.02710571845121e-09,1.35376347877562e-08,"CG5321","Wasp","Fat Body"
1.47331054906912,8.2997721119625,82.162449666084,1.05964993321703e-09,1.39296310004112e-08,"Jheh1","Wasp","Fat Body"
16.6594360315221,8.25135205767773,138.815289202768,1.08421053746293e-09,1.42148869674229e-08,"TotX","Wasp","Fat Body"
1.27391928854729,5.62804093710994,81.9050679349034,1.09450836108566e-09,1.43121369637754e-08,"Zpr1","Wasp","Fat Body"
-3.8204195361365,2.88993754194336,81.8193261276406,1.10639261210119e-09,1.44295666391885e-08,"CG34446","Wasp","Fat Body"
7.16173437671756,1.69857743318265,95.3873261016273,1.11128243953191e-09,1.44553990629163e-08,"CG18478.CG3117.SPH93.CG14990.CG31827.Dsim_GD13811","Wasp","Fat Body"
-2.22993774487141,5.85884500983733,81.6079626117266,1.13628460024229e-09,1.47420317979215e-08,"Psf2.Dsim_GD22714","Wasp","Fat Body"
1.4019666093482,9.6886746891317,80.8940036738989,1.24384163265546e-09,1.60954402933984e-08,"Tudor-SN","Wasp","Fat Body"
2.20592947915723,5.44126831147701,80.7188732228788,1.27186198913297e-09,1.64152785039006e-08,"CG18343","Wasp","Fat Body"
-2.9226205216611,4.45745099255652,81.4022920226559,1.30026014257554e-09,1.67383229234659e-08,"CG15611","Wasp","Fat Body"
-1.48720962676539,3.74684305892338,80.4254832576105,1.3203339135655e-09,1.69528145129379e-08,"CG6204","Wasp","Fat Body"
-2.60744173665547,2.56281382165927,80.1519360052513,1.36731791114357e-09,1.75108317022484e-08,"Synd","Wasp","Fat Body"
0.889791124637719,7.42824265781359,80.0613875426674,1.3832633559848e-09,1.76695002979138e-08,"CG14196","Wasp","Fat Body"
-1.17302281183844,3.42583864933926,80.0153112660105,1.39145387700944e-09,1.77285495252818e-08,"CG4291","Wasp","Fat Body"
1.25318085972058,3.97758885745194,79.7086976668423,1.44730166338423e-09,1.83929462029571e-08,"PIG-F","Wasp","Fat Body"
1.47956206598198,6.57822561477952,79.6239600383646,1.46315725240416e-09,1.85470111918272e-08,"wdp","Wasp","Fat Body"
-0.968746164152165,5.29507479055144,79.5052636334591,1.48568142964458e-09,1.87846082033178e-08,"CG6454","Wasp","Fat Body"
-9.33753810319275,6.46276948247205,84.3442186984342,1.51043959249164e-09,1.9016161304738e-08,"CG4950","Wasp","Fat Body"
2.43415430157773,1.7730299802202,79.3707968245975,1.51164896666764e-09,1.9016161304738e-08,"Gpo2","Wasp","Fat Body"
-1.10134117920405,8.04033029917551,79.0603133784664,1.57348874325096e-09,1.96945660689176e-08,"FBgn0268161","Wasp","Fat Body"
-1.05625330367671,4.97660938757652,79.0602370662472,1.57350427236069e-09,1.96945660689176e-08,"CG1271","Wasp","Fat Body"
3.47567366322356,5.22397910956499,80.9533790219077,1.59880216647676e-09,1.99609245357362e-08,"tobi","Wasp","Fat Body"
0.877008460159104,7.49388164296119,78.7154285786557,1.64538037046196e-09,2.04909650647255e-08,"eIF5","Wasp","Fat Body"
2.51112643297192,4.53712681253419,79.0630792407395,1.65751389408254e-09,2.05524982174641e-08,"ppan","Wasp","Fat Body"
1.39233874079859,2.63090423437127,78.6538035160788,1.65859363759371e-09,2.05524982174641e-08,"CG10344","Wasp","Fat Body"
1.59847170811256,6.80332398429014,78.5633783710732,1.67818873485646e-09,2.07435816505018e-08,"CG12338","Wasp","Fat Body"
-0.852595644885553,7.52456647128504,78.4136163602913,1.7111910496125e-09,2.10990281030385e-08,"Prosbeta6","Wasp","Fat Body"
1.22502779891226,4.0494613778621,78.3011754554353,1.73642698197868e-09,2.13571922610199e-08,"O-fut1","Wasp","Fat Body"
6.36638525158153,0.923470503422055,90.6522940504207,1.7898708770169e-09,2.19601688590049e-08,"tut","Wasp","Fat Body"
5.00525422056145,5.47564092262521,81.5068223377525,1.81965885963411e-09,2.22706523978371e-08,"Ugt37B1","Wasp","Fat Body"
1.69119768475527,8.10256555899846,77.7117515745166,1.875421049041e-09,2.28967252891517e-08,"Mthfs","Wasp","Fat Body"
1.54562806854408,7.28271506521457,77.6443206206333,1.89206820732256e-09,2.3043350299475e-08,"Rpe","Wasp","Fat Body"
0.822323241320465,5.72793437293637,77.3355086800418,1.97036049290236e-09,2.39381938612025e-08,"CG5989","Wasp","Fat Body"
-0.882899844967699,4.98615043605268,77.1524795675169,2.0183999777186e-09,2.44620231445945e-08,"vlc","Wasp","Fat Body"
-6.17027518459723,12.2753029920715,81.4931443916724,2.09521786305608e-09,2.53312349428848e-08,"FBgn0196907","Wasp","Fat Body"
1.42922679730776,3.31924048547528,76.8237694123992,2.10786342434539e-09,2.53960951994919e-08,"dwg","Wasp","Fat Body"
-2.15056900202153,6.08104286474809,76.8132191919634,2.1108044510747e-09,2.53960951994919e-08,"CG43153","Wasp","Fat Body"
-1.9610378910897,9.12601040332191,76.4572220044183,2.21267299317143e-09,2.65574205388136e-08,"fbl","Wasp","Fat Body"
-1.38721917375994,5.87770202639543,76.3261848233116,2.25148801430219e-09,2.69581781760665e-08,"CG12321","Wasp","Fat Body"
-0.919388048117422,7.56913113454377,76.2295435350037,2.28058278717588e-09,2.71991379113628e-08,"Mitofilin","Wasp","Fat Body"
-1.1350656853361,5.57352546308206,76.2230242183748,2.28255997364425e-09,2.71991379113628e-08,"Ist1","Wasp","Fat Body"
0.89473793922705,4.14013180907045,76.0088851043783,2.3485386078175e-09,2.79183931632659e-08,"FBgn0190916","Wasp","Fat Body"
-1.11194047227814,10.0111613036535,75.5059549300751,2.51168920624664e-09,2.97865958611923e-08,"Gbp2","Wasp","Fat Body"
4.75945294742161,5.1581618767164,78.4176398595602,2.53267773667412e-09,2.99639896988898e-08,"Mdr49","Wasp","Fat Body"
-2.76846135914836,5.67006465032649,76.2919075869246,2.56459568839679e-09,3.0221055086003e-08,"CG7149","Wasp","Fat Body"
-0.857974710898041,4.74536090764892,75.3446276134484,2.56656978190647e-09,3.0221055086003e-08,"BOD1","Wasp","Fat Body"
2.47103458311083,2.49394341632472,75.1765137105869,2.62513189968295e-09,3.08375423393016e-08,"Spase12","Wasp","Fat Body"
-1.39635146446637,7.20957786740686,75.1135547296268,2.64743147868942e-09,3.09730915814749e-08,"CG12811","Wasp","Fat Body"
-1.49656368578537,5.33939571313132,75.1087617253845,2.64913743653186e-09,3.09730915814749e-08,"Cyp4p2","Wasp","Fat Body"
-2.71479529632885,3.70856102663599,74.9595206605183,2.70285141408394e-09,3.15269217760167e-08,"Mul1","Wasp","Fat Body"
1.95620262078528,5.66090184699432,74.8259327476727,2.75192431210205e-09,3.19927095848027e-08,"FBgn0192344","Wasp","Fat Body"
-1.05336172643427,8.06961539056756,74.8158655128403,2.75566103890029e-09,3.19927095848027e-08,"CG6126","Wasp","Fat Body"
-0.927685821692605,8.40121281645455,74.7109489356608,2.79492959392037e-09,3.2372972382728e-08,"Prosbeta2","Wasp","Fat Body"
-1.17426467448693,5.15511590963223,74.6295533273776,2.8258085278958e-09,3.26545176165448e-08,"kay","Wasp","Fat Body"
-1.97528634101076,2.61027944851293,74.6008393139832,2.83678897484003e-09,3.27053466728077e-08,"PQBP1","Wasp","Fat Body"
-1.21464683902927,4.18921521008962,74.5195452647169,2.8681256626021e-09,3.29900842996987e-08,"CG7706","Wasp","Fat Body"
1.37491513866408,6.01720247195015,74.4066763966666,2.91225148998201e-09,3.34202717175996e-08,"spartin","Wasp","Fat Body"
0.981228869986301,5.76686094563002,74.3098170723928,2.95069987162465e-09,3.37834738758131e-08,"Atf6","Wasp","Fat Body"
1.90444622242774,7.8437513235385,74.2137407172725,2.98937649420126e-09,3.41476133326117e-08,"CG30187.CG42694","Wasp","Fat Body"
1.03817315254412,4.19860978923181,73.9277215837003,3.10777494176474e-09,3.54186552422683e-08,"Nedd4","Wasp","Fat Body"
-1.04913441361816,7.76113860980648,73.647912056378,3.22848875211585e-09,3.67102073438528e-08,"CG4572","Wasp","Fat Body"
7.91270570846785,1.22698779814343,105.070486303234,3.23757157778852e-09,3.67294364612584e-08,"FBgn0187709","Wasp","Fat Body"
1.37749208420222,5.01566129558429,73.5003918270457,3.29414998648586e-09,3.72861760429344e-08,"CG5323","Wasp","Fat Body"
2.64864496621364,7.23988548647637,74.3245923171139,3.32955331597839e-09,3.76012509706741e-08,"smp-30","Wasp","Fat Body"
0.757023254898892,6.74544668879309,73.1317267826627,3.46459632871154e-09,3.90375944611511e-08,"CG11134","Wasp","Fat Body"
-2.84441043997709,2.09485180629523,72.9319092715516,3.56091628950033e-09,4.00321109559438e-08,"SecS","Wasp","Fat Body"
1.8468806185709,2.95734770950818,72.5618329230006,3.74698785364535e-09,4.20288547285864e-08,"CG13793.CG13794.CG13795.CG33296.Dsim_GD22476","Wasp","Fat Body"
-1.99790843159596,10.167376544679,72.392228495565,3.83572912545462e-09,4.29273378927567e-08,"Hn","Wasp","Fat Body"
1.86793491256718,4.50787632155507,71.8162514803607,4.15434348090014e-09,4.63886129361635e-08,"l(2)k09848","Wasp","Fat Body"
0.957539132139403,3.94738647998155,71.341629574651,4.43826433108311e-09,4.9447837356843e-08,"CG17807","Wasp","Fat Body"
1.78357037311987,6.58129746873443,71.2482294392336,4.49655258711135e-09,4.99851673497904e-08,"CG10165","Wasp","Fat Body"
-1.50075456270261,3.80757262192247,71.146290099432,4.56110954172633e-09,5.05896279304423e-08,"ppk19","Wasp","Fat Body"
1.91771451224581,5.47398168612494,71.0215735378874,4.6414479727152e-09,5.13660467180887e-08,"Tom40","Wasp","Fat Body"
0.987800108537657,5.87901885465489,70.9700398982916,4.67508684306391e-09,5.16233478292991e-08,"CG2218","Wasp","Fat Body"
0.925006055425577,9.06939740228352,70.9391161420012,4.69539812183073e-09,5.17326679986184e-08,"Arc42","Wasp","Fat Body"
2.04240592572558,6.70435855839409,70.5479671156397,4.96065586851918e-09,5.45342898466191e-08,"GILT3","Wasp","Fat Body"
-2.19902726159604,5.68550025224208,70.5301394157684,5.09492785929992e-09,5.58867473131596e-08,"CG33225","Wasp","Fat Body"
-0.895591168310932,5.0162025975907,70.3368184300953,5.11049716358699e-09,5.59340537574091e-08,"Ublcp1","Wasp","Fat Body"
-1.21613080549775,6.7876432280965,70.2693875031911,5.15936773011728e-09,5.63448313207753e-08,"rush","Wasp","Fat Body"
0.876914074820063,7.44450936452565,70.083146675476,5.29697195553852e-09,5.7720731682173e-08,"SkpA","Wasp","Fat Body"
-1.10573187020438,4.18874805714251,69.8750557074749,5.45539712655719e-09,5.93169985161109e-08,"Gas41","Wasp","Fat Body"
-1.30285357759921,9.34908833966815,69.8430451198018,5.48021591139805e-09,5.94185312853619e-08,"Fdh","Wasp","Fat Body"
-1.8245546640065,3.84275247717531,69.8322014580596,5.48865080699962e-09,5.94185312853619e-08,"Mob2","Wasp","Fat Body"
1.65724253806039,6.45167063648895,69.7947199704316,5.51791386820364e-09,5.96054652415302e-08,"Tina-1","Wasp","Fat Body"
0.802893519724114,5.58576892249665,69.702945439564,5.59027512162568e-09,6.02561324931844e-08,"Bap55","Wasp","Fat Body"
-2.08808949787541,2.53801565918878,69.5702826063176,5.6966825956629e-09,6.12701641078982e-08,"CG33635","Wasp","Fat Body"
1.46703045760433,5.8734289990748,69.5198123796636,5.73773365730311e-09,6.1538632962925e-08,"mRpL21","Wasp","Fat Body"
-1.96771098459994,4.15125216185968,69.5091913522145,5.74641289893282e-09,6.1538632962925e-08,"Strump","Wasp","Fat Body"
1.66884424456147,5.30191102797517,69.4638930113754,5.78358820740937e-09,6.18035479626176e-08,"Hs2st","Wasp","Fat Body"
2.0291120958875,3.45236691732458,69.25843264718,5.95547750738037e-09,6.35037934209723e-08,"sog","Wasp","Fat Body"
0.815520218108932,8.18186258418276,69.0145608612995,6.16665366390734e-09,6.56147795630741e-08,"RpL7A","Wasp","Fat Body"
-1.15333078320619,10.3166400451341,68.8441197667745,6.31901137469347e-09,6.69582632141708e-08,"CG32521","Wasp","Fat Body"
0.83961345470388,11.344331919631,68.843173690069,6.31986827278046e-09,6.69582632141708e-08,"RpS24","Wasp","Fat Body"
0.79526459528291,11.7514256248093,68.5997930102842,6.54450875602304e-09,6.919077448655e-08,"RpL23A","Wasp","Fat Body"
-0.818393109247904,6.32425559270826,68.3578672236817,6.77632679385783e-09,7.14895283199141e-08,"SH3PX1","Wasp","Fat Body"
-1.184697649991,4.55871633413047,68.2683790960025,6.86429738266648e-09,7.226418155608e-08,"Pdss2","Wasp","Fat Body"
0.980377178743075,4.92764832296676,68.0586558341398,7.0753064761104e-09,7.43281139107665e-08,"CG18094","Wasp","Fat Body"
-1.03242066635015,6.36152573914345,67.9520027397951,7.18527631813289e-09,7.53241308540134e-08,"wol","Wasp","Fat Body"
-2.67811348929995,6.59221320960266,68.7606266989434,7.2713348012227e-09,7.59360987932472e-08,"Arpc1","Wasp","Fat Body"
-0.896846093257094,6.82324582568327,67.8670192060472,7.27421674896069e-09,7.59360987932472e-08,"Spn77Ba","Wasp","Fat Body"
-1.39475895619814,4.25226824614612,67.8463892360941,7.29598513984068e-09,7.60036690982564e-08,"CG15912","Wasp","Fat Body"
4.55151089551246,5.07136722835685,70.6717387361393,7.43409117872449e-09,7.72803327763221e-08,"GstD4.GstD5.GstD7.Dsim_GD18820","Wasp","Fat Body"
1.37168725192559,5.45503812362524,67.6355815162878,7.52247949887609e-09,7.80359094570257e-08,"CG31229","Wasp","Fat Body"
2.26671348444407,7.90624826071958,67.7046239500162,7.5555479675672e-09,7.82156621892529e-08,"Jheh2","Wasp","Fat Body"
-3.63190712003138,4.57283797930773,69.1223346727085,7.9006444478914e-09,8.16180920199009e-08,"CG30287","Wasp","Fat Body"
1.314544411229,6.1177767591843,67.2186645579979,7.99296642218235e-09,8.24005189871869e-08,"CG1578","Wasp","Fat Body"
-11.4494349122081,3.06980188628284,101.065430886573,8.01064841164751e-09,8.24118259989161e-08,"FBgn0196691","Wasp","Fat Body"
-0.816756182381734,4.70459903118815,66.9508325070645,8.31182084562041e-09,8.53335491361318e-08,"Exo84","Wasp","Fat Body"
0.92305316209055,6.05498940325403,66.9152950977424,8.35514434732277e-09,8.56014685811275e-08,"bou","Wasp","Fat Body"
-1.72808422923797,2.64131482778734,66.7892640106492,8.51075418020802e-09,8.70163323486701e-08,"CG14667","Wasp","Fat Body"
-1.00798780763686,3.71059247000882,66.614991593941,8.73107606194426e-09,8.90856610919939e-08,"CG4953","Wasp","Fat Body"
-1.22752978699849,5.97037377658697,66.4639795514454,8.92694799957746e-09,9.08975504301238e-08,"for","Wasp","Fat Body"
-1.37045295046075,3.49753377211358,66.3193480823733,9.11897408897402e-09,9.26629493826419e-08,"coro","Wasp","Fat Body"
1.72216880329199,3.09295354411308,66.2501824319902,9.21236861962715e-09,9.34209381039333e-08,"CG31495","Wasp","Fat Body"
1.20164007343819,7.11391974369325,66.1983972128072,9.28296667918511e-09,9.39451352930159e-08,"HisRS","Wasp","Fat Body"
-1.00863704213359,5.01786593932388,65.8931464455962,9.71109586215687e-09,9.80781206078405e-08,"O-fut2","Wasp","Fat Body"
0.891074577044435,5.15735638694726,65.7749943577173,9.8824612448947e-09,9.96063893019914e-08,"CG5969","Wasp","Fat Body"
-3.32093001547401,3.20321919276913,65.7709638384897,9.93015718962936e-09,9.9884516346697e-08,"CG34241","Wasp","Fat Body"
-1.33144095531609,3.33864166494255,65.6937741279344,1.00021435469977e-08,1.00405356131376e-07,"Vps16B","Wasp","Fat Body"
-1.0188288469945,5.89394575126506,65.6233583777231,1.01071650611675e-08,1.01230801200128e-07,"imd","Wasp","Fat Body"
1.1222169942668,4.10532996119581,65.6114002322672,1.01251173669679e-08,1.01230801200128e-07,"CG8915","Wasp","Fat Body"
-1.27761540395729,4.50914929781014,65.5853660183681,1.01643200855767e-08,1.01418687761507e-07,"Secp43","Wasp","Fat Body"
7.56002622674283,1.11269438607482,90.762802496074,1.05675299426137e-08,1.05230573717129e-07,"CG15362","Wasp","Fat Body"
-0.983679664392996,5.11712738001089,65.2968054271701,1.06099242747108e-08,1.05285028696851e-07,"CG3040","Wasp","Fat Body"
1.4149263041808,8.57341870402726,65.29335665101,1.06153752016749e-08,1.05285028696851e-07,"CG9485","Wasp","Fat Body"
1.12796271782999,9.73943557322271,65.2557587590969,1.06749956690665e-08,1.05599874234237e-07,"RpS12","Wasp","Fat Body"
-1.82830234486569,2.4491089326781,65.2465689068966,1.06896230106302e-08,1.05599874234237e-07,"Pms2","Wasp","Fat Body"
-1.93713949248855,6.764113679078,65.189317633199,1.07812351127112e-08,1.06293566021948e-07,"CG4607","Wasp","Fat Body"
-1.99181238887572,1.97197714737633,65.1697897603971,1.08126757107348e-08,1.06392446745824e-07,"Ets97D","Wasp","Fat Body"
-1.67055422343979,10.0155628559373,65.0262528896097,1.10468196296578e-08,1.08481515295987e-07,"nec","Wasp","Fat Body"
1.26815555511591,4.96218858425364,64.575983182011,1.18173449288924e-08,1.1564652790872e-07,"Dbp73D","Wasp","Fat Body"
1.1688107423663,6.16358146096898,64.5728020387428,1.18229897721131e-08,1.1564652790872e-07,"dare","Wasp","Fat Body"
4.3550255345678,3.75102910909571,66.3180321538572,1.20232675393327e-08,1.17374491950775e-07,"superdeath","Wasp","Fat Body"
0.647462849290422,10.9182963574928,64.4342947396565,1.20715969265092e-08,1.17615225740832e-07,"RpL18","Wasp","Fat Body"
1.52241904818437,3.11577721069233,64.3634585918503,1.2200905763632e-08,1.18642467200562e-07,"mRpL17","Wasp","Fat Body"
1.92823559036035,5.94279242083325,64.2545049678479,1.24027092036303e-08,1.20369261782888e-07,"CG6724","Wasp","Fat Body"
-0.935653888171431,7.74326492520267,64.1973768205585,1.25099518016581e-08,1.21173392792279e-07,"TyrRS","Wasp","Fat Body"
1.02761695048802,8.15351776882843,64.1529592585961,1.25940218581666e-08,1.2175037862496e-07,"CG13551","Wasp","Fat Body"
-1.20299738417383,5.39526478157948,63.8535406384979,1.31768138105073e-08,1.2713706373672e-07,"Cpsf100","Wasp","Fat Body"
1.25244284692449,6.77553817000534,63.7039310220617,1.34788100367268e-08,1.29798850915689e-07,"Vha36-1","Wasp","Fat Body"
-3.45980226685031,2.77385200174192,63.6491282357052,1.36469941201375e-08,1.30984217780752e-07,"CG17261","Wasp","Fat Body"
1.28667486702935,4.81376759286547,63.6184815325996,1.36546236285831e-08,1.30984217780752e-07,"sau","Wasp","Fat Body"
-1.3560817888251,4.41833234511284,63.4606409830719,1.39858934055098e-08,1.33903476554871e-07,"CG3568","Wasp","Fat Body"
-1.37272951160742,5.42916716506646,63.4297489030014,1.40517328737034e-08,1.34275116633523e-07,"GstE13","Wasp","Fat Body"
-0.877807914912458,6.24013038974761,63.3852561278462,1.41471447956902e-08,1.34927375220316e-07,"CG9044","Wasp","Fat Body"
-0.906386246763356,9.22541850392799,63.3598469082898,1.42019452065559e-08,1.35190547378116e-07,"TER94","Wasp","Fat Body"
-2.23767115281894,3.53175831640141,63.2262092149931,1.4493941123876e-08,1.37706297217094e-07,"CG17278","Wasp","Fat Body"
1.63217429264461,7.61895809502275,63.1957184306641,1.45614622650303e-08,1.38083790066671e-07,"Cyp4e2.Cyp4e1.Cyp4e3.Dsim_GD10561","Wasp","Fat Body"
1.37656955880687,9.38746409313311,63.07485321546,1.48324581388906e-08,1.40385684746948e-07,"Rtnl1","Wasp","Fat Body"
-1.03830268118283,8.64069772206255,62.9552139870305,1.51060467303964e-08,1.42703319778213e-07,"Agpat3","Wasp","Fat Body"
1.10536720267248,4.02720765797692,62.6956971436909,1.571831430729e-08,1.48205510043499e-07,"CG9410","Wasp","Fat Body"
0.798691036799694,5.9758290867761,62.6427363943001,1.58465069990897e-08,1.49131237269842e-07,"Usp16-45","Wasp","Fat Body"
-1.41022031860903,5.33181129448263,62.5490003226676,1.6076158067073e-08,1.50869129762444e-07,"CG8360","Wasp","Fat Body"
0.991657648191335,5.68998576015536,62.5426287343407,1.60918975194396e-08,1.50869129762444e-07,"CG5515","Wasp","Fat Body"
-1.53408329587002,4.95371288942516,62.3794754720684,1.65006184873686e-08,1.54409742492909e-07,"CG6966","Wasp","Fat Body"
-0.796546134642142,6.62347764434261,62.1336866535353,1.7137546879213e-08,1.60068553463927e-07,"CG5382","Wasp","Fat Body"
0.78243869590827,6.8528153126378,61.8461801045732,1.79162698837802e-08,1.66882773013077e-07,"me31B","Wasp","Fat Body"
1.54372759713221,5.33823192963137,61.8396931436421,1.79342726482155e-08,1.66882773013077e-07,"CG15199","Wasp","Fat Body"
0.936216781355283,5.74264758532057,61.66839170965,1.84167729104549e-08,1.71052232882337e-07,"ArgRS","Wasp","Fat Body"
1.27378217656455,4.01294235635765,61.6275001536419,1.85340004948811e-08,1.71819866528105e-07,"CG5613","Wasp","Fat Body"
2.59045861406899,1.95661131477819,61.3412725093183,1.93773360976276e-08,1.79171789114237e-07,"phr6-4","Wasp","Fat Body"
0.624518806276279,7.28166260253528,61.3250742429681,1.94262788236661e-08,1.79171789114237e-07,"Pp2A-29B","Wasp","Fat Body"
1.59406827043749,9.00545436832759,61.3148406733499,1.94572677681212e-08,1.79171789114237e-07,"CG5793","Wasp","Fat Body"
-0.977826030708388,5.56853325288539,61.3102207245271,1.94712751301445e-08,1.79171789114237e-07,"CG17019","Wasp","Fat Body"
-1.30786545419412,3.72921596468222,61.2110676307186,1.97745259153107e-08,1.81625913628797e-07,"CG4788","Wasp","Fat Body"
1.60354637311959,3.14557302370107,61.1446307952784,1.99805528325914e-08,1.83179643957836e-07,"dsx","Wasp","Fat Body"
-1.1565738786276,5.79586043789562,60.7333368742558,2.13084490677707e-08,1.94993892113725e-07,"Ube3a","Wasp","Fat Body"
0.832219467591891,6.89757640372528,60.7049721471342,2.14034572025773e-08,1.95503269925747e-07,"Bet1","Wasp","Fat Body"
1.07002892225452,9.04665925840719,60.5118396016318,2.20625785386036e-08,2.01154041758388e-07,"Pglym87.Pglym78.Dsim_GD29597","Wasp","Fat Body"
0.934230227493572,5.11589038745053,60.3276622251608,2.27114810874164e-08,2.06691116343172e-07,"wuho","Wasp","Fat Body"
-2.17265523650551,3.34917127801284,60.2980461047368,2.28177254584003e-08,2.07278387208027e-07,"Mcm7","Wasp","Fat Body"
