"logFC","logCPM","F","PValue","FDR","dmel_gene","treatment","tissue"
-0.0830297064807261,3.47344064965566,0.397471146019224,0.533667233810798,0.606414477461082,"CG8001","Control","Fat Body"
-0.225334448876131,1.40803300253857,0.397178331850142,0.533816900893905,0.606414477461082,"CG33178","Control","Fat Body"
-0.249059886260959,8.3997181702716,0.397381698143156,0.533898014045538,0.606414477461082,"sPLA2","Control","Fat Body"
-0.226147744458521,5.45588076124215,0.3973228354563,0.533922990318421,0.606414477461082,"Keap1","Control","Fat Body"
-0.0642513995504459,4.79974000316471,0.395744620451223,0.534550840010672,0.60684879478697,"Tbce","Control","Fat Body"
0.110059896550037,2.49092651680115,0.395526769558183,0.534662524643327,0.60684879478697,"bs","Control","Fat Body"
-0.522458669651504,2.97224742816082,0.396215597469152,0.534671769687533,0.60684879478697,"Pen","Control","Fat Body"
-0.114539607044551,4.07204165917232,0.395077231909563,0.534893123654647,0.606961391057306,"Pak3","Control","Fat Body"
0.270811018442301,6.32710999640784,0.394704202142128,0.535333151254063,0.607322015657863,"GlcT","Control","Fat Body"
-0.0757346015687269,5.20057423311194,0.392532455235325,0.536201998137912,0.608168849291779,"Arp3","Control","Fat Body"
-0.12051264560495,2.22461925769288,0.392285309565545,0.536329431019806,0.608174564750665,"CG42797","Control","Fat Body"
-0.147031591026046,8.41461381388898,0.390283684968853,0.537363582675235,0.609208223206307,"Hsp60A.Hsp60C.Dsim_GD17003","Control","Fat Body"
0.683714032649563,2.12923302903986,0.389345193088617,0.538168469830122,0.609981552597143,"Lcp1.Lcp2.Dsim_GD27204","Control","Fat Body"
-0.104830250504074,4.87504623956019,0.388464118169478,0.538306897132535,0.609999309430232,"CG2247","Control","Fat Body"
0.463803542891311,1.59342201543468,0.387864979296848,0.53862110886747,0.610216208381773,"CG42494","Control","Fat Body"
0.0709679106450115,4.42140036969742,0.385460851245787,0.539870647253653,0.611492419923274,"Rhau","Control","Fat Body"
-0.107760730914096,4.4448028424657,0.381414307498835,0.541991097931918,0.613754276577872,"CG4025","Control","Fat Body"
-0.143867589381475,2.97642784662078,0.379337992605024,0.543085195602792,0.614853118466683,"Xpac","Control","Fat Body"
-0.162567093164469,1.8221327238921,0.376997075069858,0.544323718565341,0.616114933382957,"CG13005","Control","Fat Body"
-0.189757859892447,1.86574804707371,0.376137074565768,0.544780062629634,0.616491034207846,"Rad17","Control","Fat Body"
-0.0968574390048334,3.40575347252359,0.37569562759115,0.545014589303627,0.616616005065966,"alpha-Man-Ia","Control","Fat Body"
-0.0801900314683535,3.52669789856684,0.374509911054258,0.545645468020098,0.617169171703768,"Sry-beta","Control","Fat Body"
0.0830958871207993,4.71070532810395,0.374310074613921,0.545751930059641,0.617169171703768,"E(bx)","Control","Fat Body"
0.229301552748158,1.31339202952886,0.373711901123962,0.546070839551875,0.617389306423951,"CG6689","Control","Fat Body"
0.0651169951639306,8.46554108625279,0.370927089600603,0.547560190322043,0.618932344338087,"Npc2a","Control","Fat Body"
0.0619299557058859,6.69203092136897,0.370668629725184,0.547698808624212,0.618948232898274,"CG9436","Control","Fat Body"
0.0499254734921673,5.63704887484269,0.368982673716166,0.548604666525079,0.619830965885202,"CG14043","Control","Fat Body"
0.200074254141269,4.61180343610064,0.368979754371903,0.548738072561243,0.619840755298208,"CG18549","Control","Fat Body"
-0.080478392692951,5.52683783450915,0.365401999915126,0.55053804354733,0.621732622360609,"CG2926","Control","Fat Body"
0.1167300170763,3.24945424015601,0.364900746549826,0.5508097319996,0.621898104591232,"CG42668","Control","Fat Body"
0.398257023899066,0.964467050976888,0.361988805351752,0.552393144143846,0.623473412298779,"FBgn0268178","Control","Fat Body"
-0.0616636426743306,6.13826540258046,0.361873700076276,0.552455913534217,0.623473412298779,"Srp54","Control","Fat Body"
-0.133834723560558,2.85127699381721,0.360820689727136,0.553030778624988,0.623980458444043,"Mt2","Control","Fat Body"
-0.160835317294964,1.59373650974824,0.358874354679656,0.554096362317555,0.625040822782277,"CG1407","Control","Fat Body"
0.161424178906411,3.60547448257093,0.358365699522292,0.554375493064983,0.625213759654993,"CG15046","Control","Fat Body"
0.0634715716178596,5.90200942385141,0.355473566495067,0.555967751323937,0.626867201345279,"Egm","Control","Fat Body"
-0.0853254691941508,3.50012912937678,0.351279402580701,0.558292605770183,0.629345725515435,"Brms1","Control","Fat Body"
0.493445983884313,1.46633626596612,0.349842528056337,0.559107846178879,0.630121770846643,"Rpt6R","Control","Fat Body"
0.087240409232496,5.26352064002306,0.347518549251273,0.560393375245962,0.631427365441539,"Miga","Control","Fat Body"
0.221489125834406,2.2077874871622,0.347131422542475,0.560610493815778,0.631528801580276,"CG8249","Control","Fat Body"
0.176088955813957,1.66872194648015,0.344704830517803,0.561975188623563,0.63278636046961,"Ubc6","Control","Fat Body"
-0.080751533397943,3.78720666392321,0.344489496222314,0.562096604536821,0.63278636046961,"Son","Control","Fat Body"
-0.466679562060457,0.842232250198657,0.344467740997972,0.56210887404163,0.63278636046961,"stai","Control","Fat Body"
-0.128375793777213,2.46503302450862,0.343514384038359,0.562647063386365,0.633248756051381,"dgrn","Control","Fat Body"
-0.064722092143883,6.37346697423265,0.342304103874465,0.563331747193149,0.633875781658233,"Unc-115a.Unc-115b","Control","Fat Body"
0.0715151087304664,7.15793970632683,0.341953637077296,0.563530319675289,0.633939904979112,"KdelR","Control","Fat Body"
-0.192575782224695,4.12172386895933,0.341891513584962,0.563643892171003,0.633939904979112,"CG31324","Control","Fat Body"
0.0881506326425065,3.37393122950324,0.340708741013047,0.564236783171314,0.634463130929681,"mst","Control","Fat Body"
-0.166171307842556,1.91039507654954,0.340309756193112,0.564463570658027,0.634574543574601,"CG14102","Control","Fat Body"
0.0671706617813732,4.89180828414719,0.337951085037439,0.565807940009044,0.635942016264406,"Scm","Control","Fat Body"
-0.0569454084929148,5.11629417465578,0.336370050172051,0.566712620503018,0.636814792238692,"Cog7","Control","Fat Body"
-0.161142003643097,6.49149186916474,0.33545387331761,0.567286645962054,0.637315700607155,"scyl","Control","Fat Body"
-0.453354364844822,3.26648988627329,0.335532260110642,0.567536865793805,0.637452686738115,"CG17110","Control","Fat Body"
0.180495503992733,1.3559389027986,0.333624504080535,0.568290457522318,0.638154866311503,"CG32772","Control","Fat Body"
-0.55058991495188,0.70586159548506,0.332696242754926,0.568825890531961,0.638525675397915,"CG30026","Control","Fat Body"
-0.104222359024522,3.19836052355093,0.332606558532737,0.568877674579708,0.638525675397915,"gus","Control","Fat Body"
0.116391099128696,3.88551968058558,0.327954910071397,0.57157647396216,0.641338133027423,"vito","Control","Fat Body"
-0.209432628464532,1.34175885642006,0.327843379038362,0.57164149550784,0.641338133027423,"dnd","Control","Fat Body"
0.498551899091454,4.19132418363076,0.327676163126128,0.57210536667358,0.641713672009259,"BomS4","Control","Fat Body"
0.0828358714697766,3.13577299777332,0.326010841309067,0.572711969053861,0.642249102737223,"CG10584","Control","Fat Body"
-0.130780599979064,2.57776488377669,0.324444020493901,0.573630412075983,0.643133916427247,"Tasp1","Control","Fat Body"
0.294628049327968,6.91165706278718,0.323981776411971,0.574197781065421,0.643624808056413,"CG9664","Control","Fat Body"
-0.149534761250367,2.23360181190451,0.322883234658445,0.574548260062035,0.64387241863966,"Apc2","Control","Fat Body"
-0.101575107932345,4.5842670134337,0.322145246208453,0.574983275766032,0.644132638755849,"wds","Control","Fat Body"
0.122670760864927,3.03657073541104,0.321996172694512,0.575071229299667,0.644132638755849,"CG13018","Control","Fat Body"
0.0805624235662972,3.44634267618876,0.321829914726836,0.575169353624412,0.644132638755849,"l(2)05714","Control","Fat Body"
-0.0667949714757926,5.58985469384411,0.320277810724157,0.576087024480863,0.645014967247726,"mRpL3","Control","Fat Body"
-0.0915864608155434,4.24651977591484,0.319780702103532,0.576381561004872,0.645199363963327,"RPA3","Control","Fat Body"
-0.112910801832723,5.75821006368569,0.319203178253055,0.576724125425461,0.645437427756557,"lace","Control","Fat Body"
-0.142292540589182,6.82001971540426,0.318003896964632,0.577450856140449,0.64610522498579,"CG18858.CG31683","Control","Fat Body"
-0.12678944050267,6.11574570463748,0.316376181131457,0.578406946156639,0.647029292087425,"Ns3","Control","Fat Body"
0.0491929584338256,5.55369959603747,0.315510665384568,0.578924150725057,0.647462098796491,"tub","Control","Fat Body"
-0.595752670695305,1.29489401055288,0.31324473909284,0.580353411507722,0.648914514352357,"CG10063","Control","Fat Body"
-0.111493762959318,3.51828784791384,0.311368672078517,0.581412346410668,0.649952294558968,"Rab35","Control","Fat Body"
-0.14629835412993,4.59688982085919,0.310560162071104,0.581922942913443,0.650376766382568,"Mat89Ba","Control","Fat Body"
-0.112249282317602,12.9328043293791,0.307961061969524,0.5834758031314,0.65196565454462,"apolpp","Control","Fat Body"
-0.0718432033768136,4.62043225729152,0.306676842607761,0.584257352565429,0.652692172863673,"Cul3","Control","Fat Body"
-0.556394525001541,8.53698456510567,0.306807923890675,0.584569539529151,0.65289414293557,"CG8100","Control","Fat Body"
0.0981599968624014,2.05512970156735,0.305849704592066,0.584761871284167,0.652962188406972,"pre-mod(mdg4)-V","Control","Fat Body"
0.216183724523849,1.94285165662321,0.305627362376327,0.584897643314814,0.652967061251699,"Rca1","Control","Fat Body"
-0.0777780881894761,5.46262740645042,0.301663984382839,0.587328807253524,0.65553388213,"CG31145","Control","Fat Body"
-0.120014728846137,2.20773295357764,0.300366092010828,0.588129489264344,0.656280132978784,"Paf-AHalpha","Control","Fat Body"
-0.224830678530531,3.92305784393283,0.300335017552494,0.588300966630798,0.656324091420844,"CG7408","Control","Fat Body"
0.0423128949755127,7.13114851722448,0.29846237073637,0.589308016075081,0.657300007155349,"Usp5","Control","Fat Body"
0.200068164692227,1.72910895090109,0.297947416706219,0.589627649421718,0.657508929527943,"gammaTub23C","Control","Fat Body"
0.0890476886544105,2.94698695795145,0.297482014657,0.589916836109529,0.657538134185386,"cal1","Control","Fat Body"
0.155777265963256,6.30105445524258,0.29756923365479,0.589918495109368,0.657538134185386,"ringer","Control","Fat Body"
-0.157998027582238,5.32477217385033,0.297021949954661,0.590268795472006,0.657781037160888,"CG8939","Control","Fat Body"
0.0994462278386775,2.96242353779525,0.295412410780553,0.591206411561506,0.658678174674692,"CG42362.CG42363.Dsim_GD29194","Control","Fat Body"
0.102025588969792,5.5568320366838,0.294891564843258,0.591531878846757,0.658893052228096,"CG9240","Control","Fat Body"
0.080019362581387,3.39169729906534,0.293622474571206,0.592326480761663,0.659630274070978,"PhKgamma","Control","Fat Body"
-0.186747863916702,2.374665554289,0.293106084382193,0.592650442303567,0.65976789915754,"Sox14","Control","Fat Body"
0.0512290795095957,5.94088434544561,0.29300226793625,0.592715617194457,0.65976789915754,"mod(mdg4).pre-mod(mdg4)-T","Control","Fat Body"
0.0773356530935548,5.60154561784833,0.292186959817624,0.593227981901986,0.66019033417043,"vnc","Control","Fat Body"
0.0524617299871492,5.73015129020847,0.290576040445642,0.594243070663484,0.661171925241123,"Diap2","Control","Fat Body"
0.0900047810912584,6.71019652233907,0.285650759867616,0.597369458347693,0.664501642831807,"UQCR-Q","Control","Fat Body"
-0.148997277884779,1.61436996135177,0.28490879590013,0.597843446460471,0.664880054937797,"CG4820","Control","Fat Body"
0.105970889969585,6.13576045714745,0.284126162101736,0.598344280812813,0.665288147540583,"Fur1","Control","Fat Body"
-0.083441197226353,7.31191201674947,0.282872846976651,0.599148179151444,0.666021411581217,"Tango1","Control","Fat Body"
0.0859546474161603,4.4407114845195,0.282680384230188,0.599271831591793,0.666021411581217,"CG8435","Control","Fat Body"
0.0756513674184717,8.0307178493393,0.27917772304724,0.601531745122661,0.668383551322564,"Rpn2","Control","Fat Body"
0.12452766477545,2.0129298372338,0.277416744068247,0.602674824339825,0.66950395755524,"CG4424","Control","Fat Body"
-0.0723802256961713,3.27591121258709,0.275137698644148,0.604161128518319,0.671005062049067,"CG11436","Control","Fat Body"
-0.0675191279452856,7.47671249696787,0.274520247922132,0.604565164504331,0.671303754731177,"128up","Control","Fat Body"
-0.0594619644628098,4.17535090278362,0.271829271294831,0.606332865774447,0.673097779501586,"cactin","Control","Fat Body"
0.0606344410701424,4.45637917835625,0.271648897998886,0.606451752632039,0.673097779501586,"CG13367","Control","Fat Body"
0.0813350997835076,4.53827998896913,0.27132831575561,0.606663178036642,0.67318207495848,"Fpgs","Control","Fat Body"
-0.0704177859607292,4.88076806490233,0.269799381790664,0.607673719187347,0.674152871319921,"CG32221","Control","Fat Body"
-0.0892009572198334,5.42825103361809,0.26935181091901,0.607970230667252,0.674331267005709,"puf","Control","Fat Body"
-0.524017543217018,9.2280514225449,0.269645405112401,0.60813962941289,0.674368627215499,"Tsp42Ep","Control","Fat Body"
0.322117614660735,1.10712458545561,0.268168611507845,0.608755606426532,0.674901072809781,"Tsp42Ea","Control","Fat Body"
-0.0782499350280788,4.07496679620803,0.267336385675501,0.609309340133088,0.675364289788381,"Bmcp","Control","Fat Body"
-0.136863992022716,6.13786417022536,0.265391343955399,0.610637274926904,0.676685240658292,"CG3071.Dsim_GD16604","Control","Fat Body"
0.365336263300002,0.662136136972482,0.263866909014204,0.6116297104497,0.677633897708932,"CG11475","Control","Fat Body"
-0.138211658975571,4.33605396044656,0.261302055161419,0.613370114005044,0.679410632298499,"eIF4G2","Control","Fat Body"
-0.127986854050064,1.89572085047307,0.258639693297753,0.615162531021972,0.68124417576291,"Tat","Control","Fat Body"
-0.0811648485684121,3.59437328274777,0.25814821008534,0.615497019176051,0.681462720206283,"Asap","Control","Fat Body"
-0.0572957008793066,4.75326449057319,0.257021144283639,0.616265588817617,0.682161664253673,"mio","Control","Fat Body"
-0.143643491229882,5.21771109852912,0.25647027059797,0.616693312340648,0.682483088868748,"CAHbeta","Control","Fat Body"
-0.117995467744368,3.53705392623168,0.254124123023451,0.618250947641523,0.684054544384487,"Mkp3","Control","Fat Body"
0.0446744267597569,4.9591725697906,0.253313038289264,0.61880934867761,0.684519958499341,"Mon1","Control","Fat Body"
-0.0791525003488928,4.36356944348788,0.252057913735239,0.619675678953575,0.685325717498401,"CG11601","Control","Fat Body"
-0.218966017298101,1.61278293213057,0.251579163219496,0.620006844583853,0.685539388237019,"mtd","Control","Fat Body"
0.120972241726284,2.26119888142703,0.250620887135295,0.620670904987439,0.686120962599017,"Pbp95","Control","Fat Body"
0.0449628210153233,6.16013589315186,0.248491978741309,0.622151915701767,0.687605175516477,"Vap33","Control","Fat Body"
0.70526795056176,9.06222803539101,0.248710399821115,0.622347056060355,0.687667894499423,"BomS2","Control","Fat Body"
-0.190250937631569,7.3810864333277,0.24742771983003,0.623047493423782,0.688182651967787,"CG11474","Control","Fat Body"
0.0761046223047531,6.45985849452935,0.247149535834942,0.623089907668158,0.688182651967787,"CG8839","Control","Fat Body"
-0.0656578281481474,4.64217046129981,0.245941743422086,0.623936550381714,0.688964604188164,"U4-U6-60K","Control","Fat Body"
0.0706354688954167,4.6130496093068,0.245706759795457,0.62410157257801,0.688993715649885,"Zir","Control","Fat Body"
-0.139155526300709,1.66053775791989,0.245451104153655,0.624281224426806,0.689038961389782,"CG17129","Control","Fat Body"
-0.561770414172979,0.805544747466469,0.244784156313719,0.624750447640152,0.689403725144108,"cerv.qjt.CG42299.Dsim_qjt","Control","Fat Body"
0.0469492302038353,6.45449367968688,0.243759689756204,0.625472759544568,0.690047544888313,"CG8974.CG32581.CG32847.Dsim_GD15775","Control","Fat Body"
-0.0576424485886739,5.03285799438426,0.243404962091874,0.62572330674862,0.690170723914294,"Madm","Control","Fat Body"
-0.0650856567367237,5.93146079519737,0.24216028733287,0.626604240617992,0.690989008351266,"EMC8-9","Control","Fat Body"
0.0583577987011963,5.03712360179647,0.241100314016292,0.627356681686594,0.691665265431703,"DUBAI","Control","Fat Body"
0.0811540611080675,5.22012611527529,0.240629714250703,0.627691407059279,0.691880790079316,"AP-1mu","Control","Fat Body"
-0.144508605341254,6.25481951103342,0.240364404891985,0.627941053612213,0.692002460722795,"CG6870","Control","Fat Body"
-0.0994717468219913,6.42457026597865,0.239690188964198,0.628360889975353,0.692311588090361,"CG10286","Control","Fat Body"
-0.124091594928998,2.72991987893293,0.238889780943063,0.628932532563275,0.692767648182926,"CG8944","Control","Fat Body"
0.138922234659839,5.40737547184939,0.238792557274126,0.629053658402367,0.692767648182926,"CG9799","Control","Fat Body"
0.160575201892795,9.27882405191274,0.237973855134822,0.629676769056479,0.693300213924584,"Mal-A5","Control","Fat Body"
-0.074828411109451,3.97949128186914,0.237200750236183,0.630142744977813,0.693659570180494,"CG11753","Control","Fat Body"
-0.0836281375705354,5.71386883424905,0.236610661896958,0.630566814180846,0.693972646658832,"FBgn0187725","Control","Fat Body"
0.0774522007055225,5.61141308819831,0.235736655481143,0.631196131763658,0.694511421331625,"Ltn1","Control","Fat Body"
0.511895935370972,0.430206567894109,0.235478233384532,0.631382483007464,0.694562665057359,"CG10936","Control","Fat Body"
0.311665519755079,3.80394633823465,0.234436466093766,0.632398901813013,0.69552681343711,"CG8306","Control","Fat Body"
0.0703840611348131,4.28730483764802,0.232699850810156,0.633394074653028,0.696467173478844,"CG16812","Control","Fat Body"
-0.436003426285239,1.41424721788114,0.232014318881971,0.633917013303892,0.69688797325377,"SkpB","Control","Fat Body"
-1.44683587976837,1.75320224627184,0.230996095061642,0.635566365408145,0.6985466201533,"FBgn0187164","Control","Fat Body"
-0.0909701185087231,8.28851866908181,0.229064163078113,0.636048970374409,0.698922453292887,"LanB2","Control","Fat Body"
0.0498939922929693,7.35549202561436,0.228418651807823,0.636523061066749,0.69928876640298,"14-3-3zeta","Control","Fat Body"
0.504142689786422,0.576306526003828,0.226816032570485,0.637703678798788,0.700430941633771,"fs(1)Yb","Control","Fat Body"
0.0805921538239152,6.22785122433699,0.226027952035366,0.638286129558849,0.70091575199512,"Arts.Apl","Control","Fat Body"
0.0819416502191341,6.36454184292695,0.225811283415496,0.638446483248393,0.700936936646325,"gem","Control","Fat Body"
-0.0492105983154913,7.57520563662242,0.223888951352122,0.639873344419599,0.70234827665584,"CG10602","Control","Fat Body"
0.0605528188238,7.33510587109421,0.220827619514167,0.642161270049659,0.704703920246633,"CCT2","Control","Fat Body"
0.0927008728444926,3.68159507588897,0.218751048826523,0.643724322958705,0.706263228258293,"mRpL16","Control","Fat Body"
0.194994342551675,1.408770076475,0.215432478955794,0.646241213528965,0.708721522470771,"CG32681","Control","Fat Body"
-0.0948063788113351,6.41419606753432,0.215420692381074,0.646250194871214,0.708721522470771,"CG7872","Control","Fat Body"
-0.0543974248721199,4.63234835869606,0.213228404100543,0.647925958677935,0.710252135347091,"CG4281","Control","Fat Body"
-0.0833241770203795,3.96681581296185,0.213220834678974,0.647931762835251,0.710252135347091,"CG12935","Control","Fat Body"
0.088167163039947,2.27275117283644,0.209500822492064,0.650799560553732,0.713238424435707,"FBgn0061237","Control","Fat Body"
-0.0504677199506412,6.51262480394383,0.20831130774004,0.651723098543526,0.713994444634849,"Phm","Control","Fat Body"
-0.0510170470528581,4.14509105939753,0.208242297532288,0.651776776185082,0.713994444634849,"amx","Control","Fat Body"
0.140063812746022,3.28146736230255,0.207644728775102,0.652242030416584,0.714346627538022,"CG8097","Control","Fat Body"
0.0773655158695569,3.37050317736007,0.205574088451936,0.653860499074794,0.715961397069778,"CG7326","Control","Fat Body"
0.0561127326801552,4.72487122653772,0.205124271337556,0.654213393058738,0.716189986805214,"FBgn0270746","Control","Fat Body"
-0.349280630380132,1.11768458205087,0.203622349745157,0.655395097243131,0.717325603128,"CG31337","Control","Fat Body"
0.0606258229293095,5.60734552177775,0.203002481925653,0.655884343051656,0.71770299507238,"CG7744","Control","Fat Body"
0.0707019787066095,4.13098534967157,0.20255790498493,0.656235792613475,0.717929470166526,"Tsp39D","Control","Fat Body"
-0.145322004426118,2.05443363294844,0.202133645469766,0.656571615612546,0.718062339476446,"SNF4Agamma","Control","Fat Body"
-0.0667152354049127,5.09923600030253,0.202039415838536,0.656646260933985,0.718062339476446,"Ntan1","Control","Fat Body"
0.112853515345205,2.38707172959823,0.200671060519466,0.657732599891789,0.718958642082279,"Lhr","Control","Fat Body"
-0.371460432602985,2.7108654931958,0.200916537257793,0.65775528011794,0.718958642082279,"RpS5b","Control","Fat Body"
0.0876856278432144,3.60267609732945,0.199153120409306,0.658942935336362,0.720098404593442,"babo","Control","Fat Body"
0.0865343046228821,4.96664129383856,0.198494403954484,0.659469895186177,0.720515811165372,"CG4045","Control","Fat Body"
0.0503949001800287,5.91743325730111,0.198028442584233,0.659843291102665,0.720735139561116,"Scox","Control","Fat Body"
-0.0368614871595045,4.85752087771611,0.197852934952789,0.659984070415444,0.720735139561116,"CSN3","Control","Fat Body"
0.0724291636361166,6.36844199062791,0.197621169233628,0.660170091028154,0.720735139561116,"SmB","Control","Fat Body"
-0.0518104259886518,4.89012212041869,0.197520631027997,0.660250826178749,0.720735139561116,"CG6903","Control","Fat Body"
-0.0592455843447135,4.70043638399562,0.196447056499826,0.661114483763925,0.721519409141872,"CG11109","Control","Fat Body"
-0.0736417095477687,6.55112066832591,0.195530125989741,0.661854375312242,0.722139264216864,"IP3K1.Dsim_GD23630","Control","Fat Body"
0.0576578964279473,4.57947858768478,0.195383229492251,0.66197310293979,0.722139264216864,"Wdr81","Control","Fat Body"
0.883710062801928,8.29828559085615,0.195298483272993,0.662344488265712,0.722385812597086,"FBgn0183166","Control","Fat Body"
0.0525514829052255,3.55666466242389,0.193069233055111,0.663850480417578,0.723869439805781,"Slmap","Control","Fat Body"
0.091483758032271,4.6843454070603,0.189566344917979,0.666718252606914,0.726836989294373,"Sec16","Control","Fat Body"
-0.156196971673831,1.03785929223593,0.188886670223912,0.667278356666278,0.727259819673544,"Naam","Control","Fat Body"
-0.122284552415614,2.10127310301284,0.188740670943207,0.667398828277593,0.727259819673544,"gpp","Control","Fat Body"
-0.477214027486412,3.09703607468476,0.186243100913729,0.66970325171155,0.729610931320915,"CG1208","Control","Fat Body"
-2.20351514161961,2.50826324888492,0.188341890788964,0.671424171218835,0.731325450851905,"CG34279","Control","Fat Body"
-0.0469110405028207,4.7327529325587,0.183587300864746,0.671687260398907,0.731451675854081,"CG8134","Control","Fat Body"
-0.0922384671690075,3.66162030678157,0.183183066715669,0.672026663281833,0.731660931167272,"Ndfip","Control","Fat Body"
-0.0489192878863132,5.68634942596543,0.179267759093305,0.675337296980302,0.73510427791788,"tyf","Control","Fat Body"
-0.101787210809315,1.76639647987088,0.177298988996121,0.677018217078754,0.736772562563366,"CG5916","Control","Fat Body"
-0.0567490046880878,6.02484789909341,0.176274915606984,0.677896929615448,0.737567296531457,"mRpS22","Control","Fat Body"
-0.195965490925836,1.6422484665679,0.17513909729982,0.678875060271093,0.738469828040075,"spd-2","Control","Fat Body"
0.0494980770546661,4.87421001267287,0.173573028505387,0.68022986797664,0.739781618291951,"CG11377","Control","Fat Body"
-0.109488908059556,3.41812601371212,0.172632828380827,0.681046700459519,0.740433943731935,"Rpb10","Control","Fat Body"
-0.0630059897120724,3.84809815277361,0.17253975566402,0.681127703119073,0.740433943731935,"tra2","Control","Fat Body"
-0.0640900780822772,8.70363690408097,0.17185654556736,0.681723100806098,0.740919091842848,"Eglp4","Control","Fat Body"
-0.0471994783558892,4.00687625069336,0.171231450692105,0.682269074347316,0.741350323733176,"Socs16D","Control","Fat Body"
0.0466247541941089,6.69174566983549,0.169862578813082,0.683468789113097,0.742491563861605,"CG9911","Control","Fat Body"
-0.0461695045632332,4.69115917435575,0.169611353727736,0.683689585689779,0.74256908224973,"Hsf","Control","Fat Body"
-0.0655919848953625,7.42912712279738,0.169160320928502,0.684086471678101,0.742837779232623,"et","Control","Fat Body"
0.0750727295439201,9.96631159878696,0.168535322559976,0.684637466888169,0.743273666805181,"GNBP3","Control","Fat Body"
-0.0715612093252587,2.77457990471175,0.164910052900885,0.687857365268845,0.746606214071841,"CG8009","Control","Fat Body"
-0.058440197571454,10.751986208321,0.164037236485937,0.688638759936588,0.74729111118692,"CG2145","Control","Fat Body"
0.119665025378073,6.09920049952704,0.162141128851655,0.690394498368626,0.748876311585954,"Nep7","Control","Fat Body"
-0.0978287892111044,6.53462312251117,0.162078785702167,0.69040096264344,0.748876311585954,"CG15706","Control","Fat Body"
-0.0660708922570528,4.30940359346438,0.159885259013806,0.69238949999448,0.750869363918064,"skd","Control","Fat Body"
-0.0949740014027509,4.54288744824415,0.159717388633445,0.692542335713842,0.750871234161484,"CG10737","Control","Fat Body"
-0.0846212740852318,2.51258325379798,0.158646687773659,0.693519351052096,0.751766504227284,"CG10898","Control","Fat Body"
-0.106130655457334,1.64817646436915,0.158092344990621,0.694026697042136,0.752152378975436,"CG17806","Control","Fat Body"
-0.162346078714848,1.47586920819856,0.157701588855059,0.694384947062358,0.752376537713226,"Hil","Control","Fat Body"
-0.0666795336009978,4.56188748816495,0.15748505457678,0.6945836905779,0.752427122425957,"simj","Control","Fat Body"
0.0902055104238864,6.68755879945734,0.157320880973525,0.694734481322256,0.752427122425957,"Ugt302C1","Control","Fat Body"
0.0483753102424594,3.70149427247631,0.154114341388943,0.697698147131963,0.755472236456466,"CG5087","Control","Fat Body"
0.0902865594064769,5.4329107491451,0.152804791997083,0.698918784247631,0.756629071661542,"CG14805","Control","Fat Body"
0.144157514512659,1.5207030540611,0.152613419131022,0.699097670308979,0.756657879278004,"cn","Control","Fat Body"
0.583124473075536,5.99111997731031,0.152171040101554,0.699775105043985,0.75722615351994,"CG9259","Control","Fat Body"
-0.0770893682777899,7.07765345442412,0.150667256145314,0.7009242650082,0.758304522714075,"loco","Control","Fat Body"
-0.0640018364565419,3.30099142263764,0.1500419929063,0.701514004888824,0.758637602484277,"holn1","Control","Fat Body"
-0.298474682201017,1.12816778573995,0.150017125175253,0.701537489115567,0.758637602484277,"dgt4","Control","Fat Body"
-0.0597199240065835,6.87925265920882,0.149823600641964,0.70172032385212,0.758670210883635,"CG1703","Control","Fat Body"
-0.144100764086363,1.18170190610862,0.147900511614796,0.703544638872751,0.760477117806983,"Elba2","Control","Fat Body"
0.039633481661016,7.18284967831161,0.146302578522306,0.705070924809075,0.761961162543779,"smt3","Control","Fat Body"
-0.0650232083400091,8.68600790545491,0.144758497608069,0.706554913656545,0.763398861917672,"Rpi","Control","Fat Body"
0.0661417376353802,6.32761132975488,0.144343539426888,0.706955272285876,0.763665379997504,"sesB","Control","Fat Body"
-0.102578959502251,6.95713407846924,0.144161881830499,0.707156241238049,0.763716444840658,"Fkbp39","Control","Fat Body"
0.0850114128126686,4.29748782499689,0.141487278481163,0.7097291414454,0.766328575367708,"CG5800","Control","Fat Body"
-0.0943634691062323,1.28690375451311,0.140104880821395,0.711083193770729,0.767623808352542,"Nhe3","Control","Fat Body"
0.0524728949918706,3.822390118555,0.139090377353254,0.712081767268334,0.768371609303424,"Pak","Control","Fat Body"
-0.1065664258351,2.0442021289438,0.139086917117665,0.712085180286228,0.768371609303424,"Drak","Control","Fat Body"
-0.543681343556945,5.28621878671454,0.137768058314916,0.713638929458043,0.76988099011659,"FBgn0196725","Control","Fat Body"
0.0483183988185774,6.33524368892914,0.136666931376338,0.714484133541676,0.770625495890729,"Helz","Control","Fat Body"
0.0961521931053642,6.28965301156187,0.135854888585921,0.715308557036978,0.77134726994721,"CG2691","Control","Fat Body"
0.356910534983493,4.51887433199266,0.135615379311114,0.715781283893953,0.771565593929564,"CG30371","Control","Fat Body"
-0.0776070932172586,4.18063548648523,0.135328282660089,0.7158215713454,0.771565593929564,"CG8010","Control","Fat Body"
0.069638435939114,3.29979447453407,0.133733432141204,0.717424856870531,0.772979834678308,"Pcl","Control","Fat Body"
-0.0890875375951976,2.84801623279503,0.133713704312545,0.717444757000676,0.772979834678308,"disp","Control","Fat Body"
