logFC,logCPM,F,PValue,FDR,dmel_gene,species,tissue
0.170994303,3.188832152,0.365816312,0.550313672,0.790236856,CG2201,*D. simulans*,Fat Body
-0.237525616,3.393452997,0.365780558,0.550414522,0.790236856,t,*D. simulans*,Fat Body
-0.158106798,2.66938598,0.365026185,0.550741718,0.790378952,DNApol-alpha73,*D. simulans*,Fat Body
-0.26710692,5.827022668,0.36509824,0.550935874,0.790378952,CG8738,*D. simulans*,Fat Body
-0.062810371,6.360854785,0.364567167,0.55099068,0.790378952,Su(P),*D. simulans*,Fat Body
-0.159701276,2.93315452,0.363668261,0.551478853,0.790637993,Cht11,*D. simulans*,Fat Body
0.219972665,1.520703054,0.363648688,0.551489491,0.790637993,cn,*D. simulans*,Fat Body
-0.080579614,8.828428505,0.36150341,0.552657933,0.792084589,COX7A,*D. simulans*,Fat Body
-0.071259019,5.399816889,0.359793376,0.553592723,0.793195571,Set,*D. simulans*,Fat Body
-0.116016566,4.668797229,0.357835936,0.554666495,0.794504991,CG6201,*D. simulans*,Fat Body
0.082983254,6.821289287,0.357391396,0.554910911,0.794543695,SamDC,*D. simulans*,Fat Body
-0.105957373,5.592560535,0.357205256,0.555013315,0.794543695,CG32640.CG32641,*D. simulans*,Fat Body
-0.092015882,2.954904821,0.356331436,0.555494533,0.795003553,Myt1,*D. simulans*,Fat Body
-0.088354028,5.004711507,0.355993006,0.555681125,0.79504161,PDZ-GEF,*D. simulans*,Fat Body
0.157615407,1.822132724,0.354649206,0.556423219,0.795525391,CG13005,*D. simulans*,Fat Body
-0.138900082,2.020317892,0.354561166,0.556471905,0.795525391,CG31674,*D. simulans*,Fat Body
0.083094168,4.252436054,0.354511182,0.556499549,0.795525391,CG11178,*D. simulans*,Fat Body
-0.489586179,3.327700077,0.353510671,0.557443436,0.796452453,Ugt49B2,*D. simulans*,Fat Body
-0.307332084,5.017111297,0.353322906,0.557468632,0.796452453,Cyp9h1,*D. simulans*,Fat Body
0.108681871,3.981931726,0.352404788,0.55766695,0.796506777,CG10050,*D. simulans*,Fat Body
-0.133105127,3.642895089,0.351094583,0.558395486,0.797260282,nom,*D. simulans*,Fat Body
-0.272486087,2.665809558,0.354671208,0.558550575,0.797260282,CG15152,*D. simulans*,Fat Body
0.06802162,6.429094043,0.350367218,0.558800733,0.797260282,Rcd-1,*D. simulans*,Fat Body
-0.135267151,2.466564661,0.350303434,0.558836298,0.797260282,CG15922,*D. simulans*,Fat Body
-0.077821708,5.404749981,0.348775337,0.559689639,0.7979731,sni,*D. simulans*,Fat Body
-0.117194379,3.681595076,0.348708608,0.559726961,0.7979731,mRpL16,*D. simulans*,Fat Body
-0.063779666,5.718428978,0.348546379,0.559817715,0.7979731,gry,*D. simulans*,Fat Body
-0.564394115,5.11478985,0.348616625,0.560200591,0.798236539,Irk3,*D. simulans*,Fat Body
-0.12605809,2.512583254,0.347396587,0.56046176,0.798236539,CG10898,*D. simulans*,Fat Body
0.08101441,3.787206664,0.347356107,0.56048446,0.798236539,Son,*D. simulans*,Fat Body
-0.08861967,8.995081552,0.346700908,0.560852139,0.798421944,ATPsynO,*D. simulans*,Fat Body
0.134541526,2.544620529,0.346500557,0.560964665,0.798421944,wfs1,*D. simulans*,Fat Body
-0.044436268,5.059365531,0.346265594,0.561096685,0.798421944,CG1523,*D. simulans*,Fat Body
-0.139570884,4.618188269,0.34509122,0.561757452,0.798991375,CG31460,*D. simulans*,Fat Body
0.091729925,3.569077896,0.34498295,0.561818447,0.798991375,CG7772,*D. simulans*,Fat Body
-0.21483833,1.469623761,0.342976868,0.562950947,0.800372892,CG9171,*D. simulans*,Fat Body
0.154513725,3.703433973,0.341929707,0.563543883,0.800855344,CG13004,*D. simulans*,Fat Body
0.174701939,1.788935236,0.341808444,0.563612626,0.800855344,Lrch,*D. simulans*,Fat Body
0.166122791,10.21840123,0.340863754,0.564205106,0.80146803,Gnmt,*D. simulans*,Fat Body
-0.170528464,5.366373972,0.339142343,0.565201071,0.802653365,Sdc,*D. simulans*,Fat Body
0.085509298,5.15186999,0.338433776,0.565532308,0.802894296,foi,*D. simulans*,Fat Body
-0.087158793,3.817334729,0.337704851,0.56594865,0.803255881,mr,*D. simulans*,Fat Body
0.101428993,5.147005975,0.336825015,0.566451993,0.803527653,His2Av,*D. simulans*,Fat Body
-0.237859647,1.668431979,0.336496598,0.566640104,0.803527653,CG33169,*D. simulans*,Fat Body
0.136847938,2.496287055,0.336358251,0.566719383,0.803527653,Trf,*D. simulans*,Fat Body
0.846044384,9.661183377,0.336962934,0.566786964,0.803527653,BomBc1,*D. simulans*,Fat Body
-0.074447008,5.567269475,0.335848442,0.567011716,0.803617004,CG9304,*D. simulans*,Fat Body
-0.117317154,2.345785968,0.335201526,0.567383098,0.803914062,CG1847,*D. simulans*,Fat Body
0.100486561,2.587432255,0.334781381,0.567624553,0.803974544,qkr54B,*D. simulans*,Fat Body
0.052458629,5.791120874,0.334368623,0.567861962,0.803974544,wash,*D. simulans*,Fat Body
0.125338825,5.155544113,0.334283096,0.567911179,0.803974544,Dif,*D. simulans*,Fat Body
0.098881265,3.265478003,0.333510744,0.568356022,0.80417687,Taf7,*D. simulans*,Fat Body
0.072330195,11.07904103,0.333473005,0.568377776,0.80417687,fat-spondin,*D. simulans*,Fat Body
-0.549212349,3.354590614,0.333795963,0.568586809,0.804243625,CG3690,*D. simulans*,Fat Body
-0.137499339,1.875643218,0.340199317,0.569451915,0.805065658,CG13123,*D. simulans*,Fat Body
0.233792404,1.475869208,0.331249893,0.569662163,0.805065658,Hil,*D. simulans*,Fat Body
-0.09530471,4.47235099,0.781197269,0.569817246,0.805065658,CG12259,*D. simulans*,Fat Body
-0.217535345,7.146634883,0.331079243,0.569940697,0.805065658,CG9449,*D. simulans*,Fat Body
0.755531738,0.769044225,0.330803304,0.569983134,0.805065658,CG10887,*D. simulans*,Fat Body
-0.091384606,3.265688479,0.330425222,0.570140079,0.805065658,Es2,*D. simulans*,Fat Body
0.102876004,3.954668666,0.329837414,0.570481215,0.80531851,CG43346,*D. simulans*,Fat Body
0.108849987,2.226676136,0.329178585,0.570864051,0.805456405,Asciz,*D. simulans*,Fat Body
0.068116579,3.999167979,0.328821374,0.571071836,0.805456405,vimar,*D. simulans*,Fat Body
-0.115574893,2.255947749,0.328621041,0.571188433,0.805456405,CaMKII,*D. simulans*,Fat Body
0.09077694,4.735958048,0.328554309,0.571227283,0.805456405,Prp19,*D. simulans*,Fat Body
-0.077248639,6.936599358,0.328183263,0.571443393,0.805532544,CG17598,*D. simulans*,Fat Body
0.097845986,7.373028424,0.327094357,0.572078552,0.80598522,Gpdh1,*D. simulans*,Fat Body
0.106921497,4.435186358,0.327076592,0.572088926,0.80598522,PIG-O,*D. simulans*,Fat Body
-0.081916109,4.623905782,0.326656866,0.572334137,0.806102134,Ack,*D. simulans*,Fat Body
-0.074207281,3.886530272,0.404486318,0.572743774,0.806450499,CG13398,*D. simulans*,Fat Body
-0.065753631,4.89930832,0.328952044,0.572947842,0.806509299,Tpr2,*D. simulans*,Fat Body
-0.340284021,1.556422748,0.325111417,0.573238835,0.806690391,CG6231,*D. simulans*,Fat Body
-0.126522552,7.389706037,0.323455536,0.574211366,0.807812707,Hmgs.Dsim_Hmgs,*D. simulans*,Fat Body
-0.178234633,3.144327934,0.323200411,0.5743615,0.807812707,Eb1,*D. simulans*,Fat Body
0.055335888,4.976596794,0.321199671,0.575541625,0.809243446,Ttc7,*D. simulans*,Fat Body
-0.347057183,1.684585571,0.320754841,0.57580467,0.809384273,EndoU,*D. simulans*,Fat Body
0.580888517,2.161383624,0.320245938,0.576361993,0.809938558,Cht10,*D. simulans*,Fat Body
0.085651103,3.229445601,0.321990619,0.577002522,0.810609424,CG12567,*D. simulans*,Fat Body
-0.453542941,1.515260241,0.317560406,0.577733498,0.81127767,ine,*D. simulans*,Fat Body
-0.513534147,6.044837447,0.318058346,0.577804724,0.81127767,NaPi-T,*D. simulans*,Fat Body
-0.18291279,2.054433633,0.316845751,0.578126738,0.811500498,SNF4Agamma,*D. simulans*,Fat Body
-0.055779014,6.019822838,0.316444469,0.57836618,0.811539812,CG42271,*D. simulans*,Fat Body
-0.449426306,1.128167786,0.316184152,0.578521616,0.811539812,dgt4,*D. simulans*,Fat Body
-0.263922566,5.1440053,0.316403899,0.578644708,0.811539812,nemy,*D. simulans*,Fat Body
0.368281797,2.809400227,0.312800282,0.580774507,0.814296988,CG5162,*D. simulans*,Fat Body
-0.084785442,3.878506059,0.311794323,0.581155643,0.814601521,e(r),*D. simulans*,Fat Body
0.110602019,5.263005031,0.311315234,0.58144459,0.814776698,CG2059,*D. simulans*,Fat Body
-0.065907705,4.451439487,0.310324469,0.582043069,0.815385399,CG6443,*D. simulans*,Fat Body
-0.157246922,3.263653699,0.309223298,0.582709719,0.816089231,slv,*D. simulans*,Fat Body
0.076700545,3.275911213,0.308552379,0.58311666,0.816096856,CG11436,*D. simulans*,Fat Body
0.175691895,5.563141774,0.30864883,0.583161039,0.816096856,Ctl2,*D. simulans*,Fat Body
-0.185297951,5.598770718,0.308619075,0.583207876,0.816096856,olf186-M,*D. simulans*,Fat Body
0.445299511,1.901760665,0.308117459,0.58348071,0.816248774,Cdk1,*D. simulans*,Fat Body
-0.068320041,3.701494272,0.307338974,0.583854125,0.816485074,CG5087,*D. simulans*,Fat Body
0.116542797,3.126870222,0.307135041,0.583978256,0.816485074,wcy,*D. simulans*,Fat Body
-0.090274524,6.368441991,0.306856647,0.584147798,0.816492379,SmB,*D. simulans*,Fat Body
-2.13984569,1.054798513,0.307693748,0.584708538,0.817046323,cocoon,*D. simulans*,Fat Body
-0.064084218,5.160419791,0.30562577,0.584898616,0.817082155,CG5986,*D. simulans*,Fat Body
-0.165251661,2.266328653,0.305240263,0.585134178,0.817181487,Mnt,*D. simulans*,Fat Body
0.232974754,2.579299001,0.304247432,0.585741744,0.817800147,net,*D. simulans*,Fat Body
-0.12765406,2.675102971,0.303552622,0.586167708,0.818164984,qm,*D. simulans*,Fat Body
0.069359533,5.845777564,0.303160505,0.586408384,0.81818227,Pstk,*D. simulans*,Fat Body
-0.110140087,6.35510862,0.302844629,0.586602413,0.81818227,CG15553,*D. simulans*,Fat Body
-0.074862111,4.246613011,0.302728035,0.586674065,0.81818227,Mettl14,*D. simulans*,Fat Body
-0.552942326,8.536984565,0.302470997,0.587220937,0.818234502,CG8100,*D. simulans*,Fat Body
-0.079427814,5.263532242,0.301751445,0.587274933,0.818234502,ens,*D. simulans*,Fat Body
0.143243618,4.69944282,0.301732136,0.587306361,0.818234502,Ptp10D,*D. simulans*,Fat Body
-0.051846923,5.686046815,0.301479652,0.587442386,0.818234502,CG31301,*D. simulans*,Fat Body
-0.110859853,3.94568635,0.301214721,0.587605706,0.818234502,Tsp97E,*D. simulans*,Fat Body
0.096479007,3.127623012,0.301062603,0.587699525,0.818234502,CG2124,*D. simulans*,Fat Body
-0.137115862,3.555481171,0.300143773,0.588266867,0.818284783,Strica,*D. simulans*,Fat Body
-0.062739315,4.79270093,0.300131359,0.58827454,0.818284783,akirin,*D. simulans*,Fat Body
-0.103721265,4.637303722,0.299872863,0.58843436,0.818284783,CG32708,*D. simulans*,Fat Body
0.17590993,4.807852932,0.299902302,0.588514546,0.818284783,Rif1,*D. simulans*,Fat Body
-0.155814588,2.148029548,0.299671323,0.588559029,0.818284783,pasi2,*D. simulans*,Fat Body
0.066995685,3.54999292,0.316414733,0.589475425,0.819329618,CG17249,*D. simulans*,Fat Body
0.11051816,3.885519681,0.297795928,0.589721748,0.819442775,vito,*D. simulans*,Fat Body
-0.334891267,4.393395828,0.297409731,0.590256264,0.819956213,CG4080,*D. simulans*,Fat Body
0.060469179,4.490355954,0.296086296,0.590785867,0.820256744,Wdr33,*D. simulans*,Fat Body
0.083279489,4.156029387,0.295941799,0.590875989,0.820256744,mRRF1,*D. simulans*,Fat Body
-0.139604266,4.138021457,0.295794595,0.590967829,0.820256744,CG32163,*D. simulans*,Fat Body
0.176504133,3.093973424,0.295170215,0.591360206,0.820572148,CG34034,*D. simulans*,Fat Body
-0.183530242,5.605410965,0.294611888,0.591836745,0.820923189,CG4842.CG18814.Dsim_GD14635,*D. simulans*,Fat Body
-0.090502191,3.665611802,0.294233531,0.591943608,0.820923189,Hexim,*D. simulans*,Fat Body
0.129979273,2.261198881,0.292599949,0.592968331,0.822005632,Pbp95,*D. simulans*,Fat Body
-0.068567169,5.730223514,0.291938909,0.593384049,0.822005632,ND-13B,*D. simulans*,Fat Body
0.139147507,3.499765599,0.29173513,0.593512326,0.822005632,CG34163,*D. simulans*,Fat Body
-0.0738884,3.181574396,0.291724495,0.593519022,0.822005632,Coq9,*D. simulans*,Fat Body
0.102948201,3.894045506,0.291403755,0.593721048,0.822005632,CG2938,*D. simulans*,Fat Body
0.508815587,2.96659102,0.291927095,0.59374348,0.822005632,CG2187.salt.Dsim_GD16305,*D. simulans*,Fat Body
0.07419247,5.159765201,0.290896501,0.594040848,0.822005632,MED14,*D. simulans*,Fat Body
-0.053554598,4.745360908,0.29035155,0.594384819,0.822005632,BOD1,*D. simulans*,Fat Body
0.430153221,0.724439763,0.290242869,0.594453467,0.822005632,Pcp,*D. simulans*,Fat Body
0.056384337,9.341035712,0.290173998,0.594496979,0.822005632,wal,*D. simulans*,Fat Body
0.281684519,1.280563702,0.290099869,0.59454382,0.822005632,CG31522,*D. simulans*,Fat Body
-0.107780166,3.518287848,0.28874639,0.595400428,0.822960982,Rab35,*D. simulans*,Fat Body
0.120500349,6.98358356,0.287588527,0.5961353,0.823747582,CG8128,*D. simulans*,Fat Body
-0.091405385,5.068298221,0.285747212,0.597307901,0.825138437,RNaseX25,*D. simulans*,Fat Body
0.054656675,6.941183174,0.285414285,0.597520439,0.82520263,CG3107,*D. simulans*,Fat Body
0.09163926,3.974963978,0.28510379,0.597718801,0.825247214,Coq5,*D. simulans*,Fat Body
0.07780683,3.156135051,0.284784066,0.597923206,0.825300113,CG12219,*D. simulans*,Fat Body
1.121663479,1.142184902,0.284506378,0.598238291,0.825483067,CG12477,*D. simulans*,Fat Body
0.0866394,6.785699993,0.284057898,0.598388007,0.825483067,TM9SF2,*D. simulans*,Fat Body
0.295800348,2.99837497,0.283955477,0.598598803,0.825510682,MESR3,*D. simulans*,Fat Body
0.105664539,2.456858067,0.283312369,0.598866001,0.825510682,CG15643,*D. simulans*,Fat Body
-0.069953683,3.526697899,0.283249382,0.598906422,0.825510682,Sry-beta,*D. simulans*,Fat Body
0.097930569,7.134836506,0.282705847,0.599255469,0.825755477,beta-Spec,*D. simulans*,Fat Body
-0.096396745,3.198360524,0.2824555,0.599416383,0.825755477,gus,*D. simulans*,Fat Body
0.120629254,3.334891173,0.280298316,0.600806763,0.826830293,CG7824,*D. simulans*,Fat Body
-0.074248661,10.83343459,0.279731736,0.601173086,0.826830293,Obp99c,*D. simulans*,Fat Body
0.06622429,4.510584933,0.279411369,0.60138043,0.826830293,Smyd4-4,*D. simulans*,Fat Body
0.209903569,1.840178999,0.27931261,0.60144438,0.826830293,CG17754,*D. simulans*,Fat Body
-0.076038383,4.68289168,0.279311134,0.601445335,0.826830293,CG18324,*D. simulans*,Fat Body
-0.086964149,7.724664368,0.279284759,0.601462416,0.826830293,CG3505,*D. simulans*,Fat Body
0.422004744,4.791184287,0.279780422,0.601485067,0.826830293,BomBc3,*D. simulans*,Fat Body
-0.118672167,4.587385034,0.279183853,0.601527774,0.826830293,cbs,*D. simulans*,Fat Body
-0.079874378,7.225111587,0.278711684,0.601833806,0.827022174,QIL1,*D. simulans*,Fat Body
-0.054024327,4.964059838,0.278291828,0.602106213,0.82705768,Rtca,*D. simulans*,Fat Body
-0.046539044,9.615943454,0.278158871,0.602192531,0.82705768,RpL28,*D. simulans*,Fat Body
0.100585727,7.18917406,0.277144187,0.602852162,0.827734842,CG5254,*D. simulans*,Fat Body
0.057191748,5.295074791,0.276342649,0.603374327,0.828222936,CG6454,*D. simulans*,Fat Body
-0.388361771,9.590136817,0.276545313,0.603593616,0.828295133,CG30414,*D. simulans*,Fat Body
0.272146254,3.23890441,0.275852398,0.603825082,0.828383995,CG9801,*D. simulans*,Fat Body
0.389729381,8.669248733,0.275595167,0.604205251,0.828646526,Hsp26,*D. simulans*,Fat Body
-0.071518661,14.92034233,0.274633408,0.604491073,0.828646526,fon,*D. simulans*,Fat Body
-0.062592609,5.073696627,0.274506021,0.604574481,0.828646526,Fitm,*D. simulans*,Fat Body
0.395845573,0.776092552,0.274339577,0.604683499,0.828646526,eIF4E6,*D. simulans*,Fat Body
0.091071559,6.32761133,0.273886362,0.604980562,0.828732279,sesB,*D. simulans*,Fat Body
-0.051002003,8.181862584,0.273735316,0.605079636,0.828732279,RpL7A,*D. simulans*,Fat Body
0.124832289,4.440101684,0.272434513,0.60593431,0.829480863,Mgat1,*D. simulans*,Fat Body
0.054561689,7.569131135,0.272003885,0.606217823,0.829480863,Mitofilin,*D. simulans*,Fat Body
-0.131667401,6.820019715,0.272019432,0.60622042,0.829480863,CG18858.CG31683,*D. simulans*,Fat Body
0.113006556,3.317305982,0.27174536,0.606388167,0.829480863,CG4751,*D. simulans*,Fat Body
0.763953719,6.434322302,0.272190472,0.606460853,0.829480863,PPO2,*D. simulans*,Fat Body
-0.053578656,5.870800603,0.270812744,0.607003535,0.829994652,Torsin,*D. simulans*,Fat Body
-0.14960454,1.816658577,0.269948885,0.607574745,0.830547154,CG33213,*D. simulans*,Fat Body
0.094291537,4.329250712,0.268730002,0.608382695,0.831284729,Oga,*D. simulans*,Fat Body
-0.071924514,6.001819023,0.268630289,0.608448895,0.831284729,MP1,*D. simulans*,Fat Body
-0.065502085,4.375062587,0.267490828,0.609206497,0.831443615,Duba,*D. simulans*,Fat Body
-0.099370472,6.040040544,0.267189203,0.609407384,0.831443615,mmy,*D. simulans*,Fat Body
0.074598665,4.344242522,0.267076795,0.609482288,0.831443615,Hem,*D. simulans*,Fat Body
-0.060826072,4.294579513,0.267032141,0.609512048,0.831443615,Acph-1,*D. simulans*,Fat Body
0.148210562,3.531758316,0.266608012,0.609794877,0.831443615,CG17278,*D. simulans*,Fat Body
-0.2919782,3.732584024,0.266740455,0.609936987,0.831443615,GC1,*D. simulans*,Fat Body
-0.123013186,4.903318314,0.265956275,0.610230043,0.831443615,Esyt2,*D. simulans*,Fat Body
-0.364454947,2.710701058,0.266003935,0.610307301,0.831443615,Adgf-C,*D. simulans*,Fat Body
0.093770926,4.719326948,0.265828815,0.610315228,0.831443615,mRpL20,*D. simulans*,Fat Body
0.089455309,4.963505158,0.26553531,0.610511484,0.831443615,Tlk,*D. simulans*,Fat Body
0.202936673,2.160045756,0.265304043,0.61066622,0.831443615,baz,*D. simulans*,Fat Body
-0.157838349,1.73924831,0.265275435,0.610685368,0.831443615,Pldn,*D. simulans*,Fat Body
-0.127579537,9.149172309,0.265193176,0.61074043,0.831443615,Uba1,*D. simulans*,Fat Body
0.357379649,0.852403513,0.264747205,0.611039144,0.831622433,CG7848,*D. simulans*,Fat Body
0.092071617,5.317046848,0.264462024,0.611230327,0.831642708,mRpL18,*D. simulans*,Fat Body
-0.069301152,4.522743965,0.264225825,0.611388773,0.831642708,Sec20,*D. simulans*,Fat Body
-0.08970825,3.258201249,0.263829623,0.611654752,0.83177681,CG17726.Dsim_GD20670,*D. simulans*,Fat Body
0.20169158,1.244278016,0.262679264,0.612428457,0.832601095,CHKov2,*D. simulans*,Fat Body
0.059039217,4.891808284,0.262063005,0.612843824,0.832609317,Scm,*D. simulans*,Fat Body
0.070120171,3.918295562,0.261666019,0.613111725,0.832609317,Trm7-32,*D. simulans*,Fat Body
0.0714412,5.266877668,0.261621928,0.613141495,0.832609317,Art7,*D. simulans*,Fat Body
0.0579479,4.608567844,0.260937293,0.613604171,0.832609317,Klp98A,*D. simulans*,Fat Body
-0.287547386,3.776956334,0.261174473,0.613658397,0.832609317,LpR2.LpR1.Dsim_GD18175,*D. simulans*,Fat Body
-0.425887076,1.466336266,0.260865978,0.613664589,0.832609317,Rpt6R,*D. simulans*,Fat Body
-0.501227128,5.737295974,0.261341158,0.613688605,0.832609317,CG8837,*D. simulans*,Fat Body
0.111645953,2.207732954,0.260503855,0.613897486,0.832609317,Paf-AHalpha,*D. simulans*,Fat Body
-0.171825463,2.257586063,0.260431763,0.613946301,0.832609317,C1GalTA,*D. simulans*,Fat Body
0.069036263,3.592160877,0.259855938,0.614336519,0.832609317,Adgf-A,*D. simulans*,Fat Body
-0.519250895,6.82050084,0.260372604,0.614343064,0.832609317,CG10514,*D. simulans*,Fat Body
0.105874774,4.32552875,0.259695656,0.614445234,0.832609317,hop,*D. simulans*,Fat Body
0.397061546,1.438755139,0.25942463,0.614629161,0.832631488,loh,*D. simulans*,Fat Body
-0.059647094,4.677440231,0.258984308,0.614928237,0.832756889,Tmtc3,*D. simulans*,Fat Body
0.079445129,6.320947349,0.258795012,0.615056909,0.832756889,CG31664,*D. simulans*,Fat Body
-0.065920262,3.896397137,0.257519127,0.615925742,0.833706078,Uck,*D. simulans*,Fat Body
0.222358243,1.112694386,0.259290582,0.616422057,0.833985771,CG15362,*D. simulans*,Fat Body
0.082087668,5.807380527,0.256724765,0.616468049,0.833985771,Rpb5,*D. simulans*,Fat Body
-0.186054675,3.931611338,0.25622132,0.616919082,0.834368786,CG30269,*D. simulans*,Fat Body
0.095953562,4.337041697,0.255011991,0.617640971,0.835117819,CG16787,*D. simulans*,Fat Body
-0.068332607,3.366843533,0.269968167,0.617832537,0.835149585,CG6758,*D. simulans*,Fat Body
0.065907405,6.253110328,0.253436474,0.618724295,0.835911371,CG3534,*D. simulans*,Fat Body
0.052573125,9.429536181,0.253424497,0.618732547,0.835911371,CG1468,*D. simulans*,Fat Body
0.168873992,3.325674997,0.253010368,0.619020299,0.83607281,Mrtf,*D. simulans*,Fat Body
-0.46279079,1.82208556,0.252600181,0.619438744,0.836189344,hgo,*D. simulans*,Fat Body
-0.072704504,7.595851155,0.252394423,0.619443143,0.836189344,Vha55,*D. simulans*,Fat Body
0.076885733,4.204433395,0.252012082,0.619707365,0.83631882,phtf,*D. simulans*,Fat Body
0.056054106,4.145091059,0.251647592,0.619959486,0.8364319,amx,*D. simulans*,Fat Body
-0.118881659,1.693106322,0.251071536,0.620358419,0.836643356,CG14135,*D. simulans*,Fat Body
-0.10752586,2.274969451,0.250834507,0.620522734,0.836643356,Mob3,*D. simulans*,Fat Body
-0.060983651,6.480000402,0.250692341,0.620621334,0.836643356,DNApol-epsilon255,*D. simulans*,Fat Body
-0.052936049,7.331205412,0.25024739,0.620930161,0.836677257,Sfxn1-3,*D. simulans*,Fat Body
0.078502026,4.813767593,0.249974546,0.621119705,0.836677257,sau,*D. simulans*,Fat Body
-0.487078009,4.518874332,0.250213749,0.62130218,0.836677257,CG30371,*D. simulans*,Fat Body
-0.367668985,2.562953228,0.24996832,0.62132,0.836677257,Pkg21D,*D. simulans*,Fat Body
-0.105498515,2.852282975,0.248906078,0.621863218,0.837157244,mRpS28,*D. simulans*,Fat Body
-0.044550921,10.79895239,0.248690619,0.622013392,0.837157244,Rack1,*D. simulans*,Fat Body
0.074847139,3.355643387,0.248011765,0.622487085,0.83753315,CG31251,*D. simulans*,Fat Body
-0.074824211,7.587138916,0.247807472,0.622629796,0.83753315,Trx-2,*D. simulans*,Fat Body
1.417248329,0.561903779,0.249893519,0.622968959,0.837762587,CG5043,*D. simulans*,Fat Body
-0.069556771,4.211196861,0.247034989,0.623170091,0.837806327,MED30,*D. simulans*,Fat Body
-0.093026408,3.867187998,0.245934626,0.623941547,0.838220978,Prp18,*D. simulans*,Fat Body
1.478512012,-0.324041448,0.248282554,0.623958172,0.838220978,CG18131,*D. simulans*,Fat Body
0.325682934,2.946935282,0.245915138,0.62414574,0.838220978,cib,*D. simulans*,Fat Body
0.173857198,4.766028918,0.245389113,0.624429741,0.838220978,Lrrk,*D. simulans*,Fat Body
-0.084116626,4.751004624,0.245191234,0.624463958,0.838220978,UbcE2H,*D. simulans*,Fat Body
0.110679692,2.245581589,0.245089834,0.624535293,0.838220978,CG32856,*D. simulans*,Fat Body
0.083137208,4.561887488,0.244913561,0.624659344,0.838220978,simj,*D. simulans*,Fat Body
-0.367486595,4.416847878,0.244416344,0.625339271,0.838906813,CG10877,*D. simulans*,Fat Body
-0.066678754,8.928922731,0.24339842,0.62572793,0.839201642,CG7430,*D. simulans*,Fat Body
0.086319569,3.112395282,0.243088664,0.625946903,0.839235536,p53,*D. simulans*,Fat Body
0.067482803,3.026931714,0.242884976,0.62609099,0.839235536,PIP4K,*D. simulans*,Fat Body
-0.121820417,7.696334264,0.24207872,0.62666207,0.839774494,CG9547,*D. simulans*,Fat Body
0.091813605,2.881266554,0.241593159,0.62700657,0.840009611,luna,*D. simulans*,Fat Body
-0.072395485,7.953662898,0.240527889,0.627763886,0.840126682,porin,*D. simulans*,Fat Body
0.07669325,3.706028824,0.24037314,0.627874074,0.840126682,Bug22,*D. simulans*,Fat Body
0.060652439,11.33323066,0.240276557,0.627942867,0.840126682,SPARC,*D. simulans*,Fat Body
-0.052218345,6.023093627,0.239716425,0.628342173,0.840126682,Cul1,*D. simulans*,Fat Body
-0.066186616,3.794898569,0.239696857,0.628356133,0.840126682,Sec6,*D. simulans*,Fat Body
-0.061461497,7.9673607,0.239543824,0.628465333,0.840126682,DppIII,*D. simulans*,Fat Body
0.075172454,3.483018586,0.239418843,0.628554549,0.840126682,CG10948,*D. simulans*,Fat Body
0.04203951,6.991370153,0.239309997,0.62863227,0.840126682,gw,*D. simulans*,Fat Body
-0.145229185,1.73008883,0.239178244,0.628726378,0.840126682,tant,*D. simulans*,Fat Body
0.35969419,1.542006802,0.238984026,0.628865162,0.840126682,neb,*D. simulans*,Fat Body
0.210629863,1.206314662,0.238836421,0.628970684,0.840126682,Acp63F,*D. simulans*,Fat Body
0.065976277,4.105329961,0.238496794,0.629213636,0.840126682,CG8915,*D. simulans*,Fat Body
0.423838583,2.037272172,0.238581567,0.629291912,0.840126682,CG8740,*D. simulans*,Fat Body
0.08566094,3.982881818,0.237934773,0.629616151,0.840333778,Usp20-33,*D. simulans*,Fat Body
0.061861544,8.189947558,0.237620037,0.629841821,0.84040924,ND-51,*D. simulans*,Fat Body
0.064589567,5.327472213,0.237358308,0.630029627,0.840434152,CG9147,*D. simulans*,Fat Body
-0.084007631,5.008063577,0.23669742,0.630504424,0.840506592,nonA,*D. simulans*,Fat Body
-0.118524022,2.146499706,0.236175244,0.630880151,0.840506592,CG8155,*D. simulans*,Fat Body
-0.18903338,1.942851657,0.235931489,0.631055719,0.840506592,Rca1,*D. simulans*,Fat Body
-0.269077777,1.261842512,0.238009229,0.631183344,0.840506592,He,*D. simulans*,Fat Body
0.04968417,4.614608568,0.235642773,0.631263817,0.840506592,Spx,*D. simulans*,Fat Body
-0.504811113,2.66770781,0.235987425,0.631315088,0.840506592,CG2187.salt.Dsim_GD16315,*D. simulans*,Fat Body
-0.056317033,4.87937262,0.235542865,0.631335864,0.840506592,Xe7,*D. simulans*,Fat Body
0.082994256,2.893328238,0.235402483,0.631437132,0.840506592,Kank,*D. simulans*,Fat Body
-0.041802389,10.21510778,0.23497124,0.631748451,0.840695783,RpS13,*D. simulans*,Fat Body
-0.058259326,5.155722806,0.234358213,0.632191614,0.840748698,CG18048,*D. simulans*,Fat Body
0.208046734,1.27423783,0.234019093,0.632437076,0.840748698,Rhp,*D. simulans*,Fat Body
-0.076825678,7.498642078,0.233853713,0.632556862,0.840748698,CG5009,*D. simulans*,Fat Body
-0.155187093,1.313301086,0.233794913,0.632599463,0.840748698,CG15880,*D. simulans*,Fat Body
