"dmel_gene","tissue","treatment","logFC.hyb_sim","logCPM.hyb_sim","F.hyb_sim","PValue.hyb_sim","FDR.hyb_sim","logFC.hyb_sec","logCPM.hyb_sec","F.hyb_sec","PValue.hyb_sec","FDR.hyb_sec"
"Aatf","Haemocytes","Response",0.521718363175259,6.42710668305225,7.05054767519007,0.0185236253537257,0.106440221939982,-0.0880298491365745,6.42710668305225,0.202663511608567,0.659303749079868,0.910441053695522
"Aatf","Haemocytes","Wasp",0.799312521238348,6.42710668305225,32.5963163041764,4.90093453854462e-05,0.00177071436238513,-0.500642073567123,6.42710668305225,13.0314361723066,0.00274067787503618,0.0161712257167962
"aay","Haemocytes","Control",-1.30042850986638,7.50933960860894,12.5967717638935,0.00309619743878696,0.0133000337863202,-1.14037209962005,7.50933960860894,9.75568573811248,0.00728913913369642,0.0432865920352439
"aay","Haemocytes","Response",1.06932985852904,7.50933960860894,4.34997741268717,0.055315287450077,0.22584221462783,-0.517553941538402,7.50933960860894,1.02673776225839,0.327702380850296,0.868568266367316
"aay","Haemocytes","Wasp",-0.231098651337334,7.50933960860894,0.406166927778819,0.533955359008361,0.79118699185615,-1.65792604115845,7.50933960860894,20.026916186485,0.000493405296326113,0.00475317878778881
"ABCA","Haemocytes","Control",-1.25245125409511,6.07424810167698,17.8272736365709,0.000809512453673938,0.0046414980360109,0.149760946128428,6.07424810167698,0.259664638714348,0.618094717564752,0.77261839695594
"ABCA","Haemocytes","Response",0.679824488364495,6.07424810167698,2.69045440962596,0.122674303580922,0.385549260751652,-0.251490681831525,6.07424810167698,0.366822972216467,0.554197652255851,0.893509310317971
"ABCA","Haemocytes","Wasp",-0.572626765730611,6.07424810167698,3.79468517002111,0.0712438816961117,0.27183925356943,-0.101729735703097,6.07424810167698,0.120267493634307,0.733776151786343,0.814642532246601
"ABCB7","Haemocytes","Control",-0.548457881594567,6.35153156703136,21.9597229447032,0.000328112704646417,0.00233575508368401,0.313559072772038,6.35153156703136,7.16832041423955,0.017734481020144,0.0756681416160044
"ABCB7","Haemocytes","Response",0.0696789950267851,6.35153156703136,0.178099796891334,0.679263888336396,0.878214953670218,-0.144960541593073,6.35153156703136,0.767874097398865,0.395303820131998,0.870460752427205
"ABCB7","Haemocytes","Wasp",-0.478778886567782,6.35153156703136,16.7323186608127,0.0010500554117731,0.0164363272911072,0.168598531178966,6.35153156703136,2.07760362689759,0.170934063966606,0.288536699975631
"ABCD","Haemocytes","Control",0.535730373371348,6.54481141197336,18.6009088543598,0.000677415069161927,0.00403769998850753,0.272121400234054,6.54481141197336,4.8297946085531,0.0448496135536515,0.139002180667163
"ABCD","Haemocytes","Response",-0.587185517335209,6.54481141197336,11.2291704241094,0.00461269859739394,0.0389935658673927,0.145734518015067,6.54481141197336,0.693163863746449,0.418727438488526,0.874474788184086
